id_pengajuan,tanggal_pengajuan,kota,sektor,omzet_bulanan_juta,lama_usaha_bulan,jumlah_karyawan,pinjaman_diajukan_juta,riwayat_telat_12m,punya_npwp,skor_kredit,status
K-0492,2025-05-15,Medan,Kerajinan,29.6,122.0,6.0,27.6,2.0,Tidak,522.0,Lancar
K-0493,2025-11-29,Bandung,Pertanian,123.2,152.0,1.0,108.9,0.0,Ya,647.0,Lancar
K-0494,2025-01-12,Bandung,Jasa,51.5,131.0,8.0,25.0,1.0,Tidak,526.0,Lancar
K-0495,2025-10-28,Surabaya,Jasa,29.1,166.0,8.0,10.1,3.0,Tidak,509.0,Lancar
K-0496,2024-12-08,Bandung,Pertanian,16.5,8.0,5.0,11.6,1.0,Ya,634.0,Lancar
K-0497,2025-02-07,Bandung,Jasa,15.1,10.0,1.0,7.0,1.0,Ya,598.0,Lancar
K-0498,2026-06-01,Jakarta,Jasa,26.7,11.0,2.0,6.7,1.0,Ya,521.0,Lancar
K-0499,2024-12-22,Medan,Pertanian,55.8,32.0,5.0,15.1,4.0,Ya,360.0,Macet
K-0500,2025-02-05,Jakarta,Jasa,63.6,130.0,5.0,29.9,4.0,Ya,366.0,Lancar
K-0501,2024-11-26,Jakarta,Kerajinan,28.9,97.0,8.0,22.6,0.0,Ya,720.0,Lancar
K-0502,2025-02-21,Makassar,Kerajinan,19.8,46.0,7.0,16.2,3.0,Ya,568.0,Macet
K-0503,2025-05-30,Bandung,Pertanian,20.7,22.0,5.0,8.7,1.0,Ya,706.0,Lancar
K-0504,2026-05-09,Surabaya,Kuliner,21.5,109.0,7.0,15.6,1.0,Tidak,579.0,Lancar
K-0505,2025-04-30,Makassar,Jasa,46.0,115.0,8.0,40.9,3.0,Tidak,401.0,Macet
K-0506,2025-03-13,Jakarta,Kerajinan,40.1,56.0,6.0,18.7,1.0,Ya,589.0,Macet
K-0507,2026-03-29,Surabaya,Pertanian,24.6,56.0,8.0,9.4,2.0,Ya,657.0,Lancar
K-0508,2025-09-14,Bandung,Kuliner,17.6,32.0,6.0,14.2,4.0,Tidak,460.0,Macet
K-0509,2025-06-27,Bandung,Jasa,23.9,163.0,1.0,24.4,3.0,Ya,505.0,Lancar
K-0510,2024-06-10,Jakarta,Fashion,26.8,43.0,2.0,26.2,2.0,Ya,572.0,Lancar
K-0511,2026-05-19,Bandung,Kuliner,6.7,77.0,6.0,3.6,2.0,Tidak,578.0,Lancar
K-0512,2024-08-24,Medan,Fashion,23.5,44.0,5.0,18.0,1.0,Tidak,485.0,Lancar
K-0513,2025-10-19,Bandung,Kuliner,25.4,67.0,8.0,15.8,4.0,Tidak,430.0,Macet
K-0514,2025-08-31,Jakarta,Retail,24.5,151.0,5.0,21.0,4.0,Ya,421.0,Lancar
K-0515,2026-01-28,Yogyakarta,Kerajinan,36.5,152.0,7.0,16.3,0.0,Ya,614.0,Lancar
K-0516,2025-01-11,Yogyakarta,Kuliner,41.3,111.0,1.0,31.9,1.0,Ya,683.0,Lancar
K-0517,2025-04-14,Bandung,Kuliner,12.2,146.0,8.0,12.0,0.0,Ya,665.0,Lancar
K-0518,2026-02-20,Medan,Retail,64.1,141.0,8.0,62.0,2.0,Ya,504.0,Lancar
K-0519,2025-03-03,Jakarta,Retail,95.2,37.0,1.0,77.0,0.0,Ya,632.0,Lancar
K-0520,2024-10-26,Yogyakarta,Jasa,26.1,6.0,4.0,16.4,1.0,Tidak,562.0,Lancar
K-0521,2025-06-06,Jakarta,Jasa,24.4,9.0,8.0,8.4,4.0,Ya,454.0,Lancar
K-0522,2025-05-12,Surabaya,Jasa,16.1,60.0,3.0,10.3,3.0,Ya,442.0,Lancar
K-0523,2025-01-14,Surabaya,Kerajinan,11.8,158.0,1.0,5.1,1.0,Ya,654.0,Lancar
K-0524,2026-04-10,Bandung,Kerajinan,20.6,102.0,1.0,13.1,4.0,Ya,407.0,Lancar
K-0525,2025-06-20,Jakarta,Fashion,19.5,175.0,3.0,9.9,0.0,Tidak,574.0,Lancar
K-0526,2026-05-02,Jakarta,Retail,38.2,57.0,7.0,33.6,3.0,Tidak,555.0,Macet
K-0527,2025-02-14,Surabaya,Retail,24.8,117.0,2.0,22.8,4.0,Tidak,431.0,Lancar
K-0528,2025-04-08,Jakarta,Pertanian,40.1,77.0,3.0,32.5,3.0,Ya,422.0,Lancar
K-0529,2024-10-14,Bandung,Retail,48.9,136.0,6.0,15.6,3.0,Ya,538.0,Lancar
K-0530,2026-03-30,Jakarta,Jasa,13.0,138.0,2.0,7.5,4.0,Tidak,387.0,Macet
K-0531,2024-07-17,Makassar,Pertanian,11.8,30.0,5.0,4.6,1.0,Tidak,566.0,Lancar
K-0532,2024-12-09,Surabaya,Fashion,17.3,128.0,7.0,11.6,2.0,Tidak,587.0,Lancar
K-0533,2026-03-07,Bandung,Jasa,14.0,158.0,1.0,11.0,2.0,Ya,561.0,Lancar
K-0534,2025-03-17,Yogyakarta,Kerajinan,9.3,108.0,1.0,8.6,0.0,Ya,752.0,Lancar
K-0535,2025-01-16,Makassar,Fashion,28.2,168.0,1.0,19.2,0.0,Tidak,582.0,Macet
K-0536,2025-06-18,Jakarta,Kuliner,8.3,49.0,3.0,4.1,1.0,Ya,662.0,Lancar
K-0537,2026-01-31,Jakarta,Kerajinan,26.6,168.0,2.0,10.3,2.0,Ya,570.0,Lancar
K-0538,2025-07-14,Medan,Kuliner,22.9,105.0,8.0,8.6,0.0,Ya,679.0,Lancar
K-0539,2024-07-18,Makassar,Kuliner,72.6,28.0,5.0,22.3,3.0,Ya,502.0,Lancar
K-0540,2025-04-29,Yogyakarta,Kerajinan,6.4,171.0,4.0,3.4,1.0,Ya,562.0,Lancar
K-0541,2025-04-16,Yogyakarta,Pertanian,27.4,100.0,3.0,20.6,5.0,Tidak,400.0,Macet
K-0542,2025-08-17,Surabaya,Jasa,10.9,162.0,7.0,2.9,4.0,Tidak,426.0,Lancar
K-0543,2025-09-06,Surabaya,Pertanian,16.8,151.0,6.0,17.5,3.0,Ya,490.0,Lancar
K-0544,2024-08-26,Medan,Pertanian,19.5,138.0,5.0,19.6,0.0,Ya,559.0,Macet
K-0545,2026-05-22,Bandung,Pertanian,27.6,81.0,1.0,16.3,4.0,Ya,477.0,Lancar
K-0546,2024-07-02,Jakarta,Pertanian,34.8,150.0,5.0,24.6,3.0,Ya,394.0,Lancar
K-0547,2024-08-27,Jakarta,Jasa,41.8,105.0,8.0,31.7,1.0,Tidak,701.0,Lancar
K-0548,2025-12-22,Bandung,Pertanian,36.1,102.0,4.0,27.1,2.0,Ya,555.0,Lancar
K-0549,2026-03-03,Yogyakarta,Kerajinan,41.4,124.0,6.0,30.7,0.0,Ya,565.0,Lancar
K-0550,2025-03-05,Jakarta,Kerajinan,20.2,66.0,3.0,8.8,4.0,Ya,475.0,Lancar
K-0551,2026-01-02,Bandung,Pertanian,34.5,72.0,8.0,16.3,3.0,Ya,507.0,Lancar
K-0552,2026-03-25,Medan,Fashion,20.4,127.0,6.0,19.1,3.0,Ya,543.0,Macet
K-0553,2025-05-26,Jakarta,Fashion,32.3,27.0,1.0,30.6,4.0,Ya,405.0,Macet
K-0554,2025-04-06,Yogyakarta,Kuliner,7.0,10.0,6.0,7.0,4.0,Ya,425.0,Macet
K-0555,2026-05-15,Jakarta,Fashion,13.7,19.0,3.0,12.2,1.0,Ya,724.0,Lancar
K-0556,2025-10-03,Jakarta,Kuliner,34.3,120.0,3.0,26.5,1.0,Ya,589.0,Lancar
K-0557,2025-06-09,Jakarta,Pertanian,56.0,136.0,3.0,42.2,3.0,Tidak,517.0,Macet
K-0558,2025-07-21,Bandung,Pertanian,48.2,79.0,7.0,32.7,3.0,Tidak,424.0,Macet
K-0559,2025-03-25,Makassar,Fashion,23.4,110.0,7.0,10.9,1.0,Tidak,670.0,Lancar
K-0560,2025-03-12,Yogyakarta,Fashion,57.3,34.0,5.0,43.8,0.0,Ya,578.0,Macet
K-0561,2025-05-14,Jakarta,Jasa,26.8,149.0,1.0,12.9,3.0,Tidak,332.0,Lancar
K-0562,2024-09-08,Medan,Kerajinan,15.2,46.0,7.0,9.7,2.0,Ya,521.0,Lancar
K-0563,2026-03-12,Bandung,Kerajinan,35.8,70.0,5.0,22.7,5.0,Ya,382.0,Macet
K-0564,2025-01-27,Bandung,Pertanian,41.6,108.0,4.0,34.7,2.0,Ya,500.0,Lancar
K-0565,2025-01-20,Surabaya,Kuliner,10.8,18.0,6.0,6.9,0.0,Tidak,637.0,Lancar
K-0566,2025-12-04,Medan,Kerajinan,18.9,83.0,5.0,11.9,0.0,Ya,546.0,Lancar
K-0567,2024-06-15,Jakarta,Retail,65.7,85.0,2.0,22.6,0.0,Ya,670.0,Lancar
K-0568,2025-05-06,Jakarta,Fashion,38.0,67.0,4.0,10.6,1.0,Tidak,599.0,Lancar
K-0569,2026-04-28,Medan,Fashion,22.9,172.0,8.0,21.2,3.0,Ya,529.0,Macet
K-0570,2025-03-06,Surabaya,Jasa,13.5,158.0,1.0,8.8,1.0,Ya,583.0,Lancar
K-0571,2026-04-11,Jakarta,Retail,19.2,138.0,3.0,6.9,1.0,Ya,740.0,Lancar
K-0572,2026-05-22,Makassar,Pertanian,166.3,40.0,6.0,69.6,1.0,Ya,573.0,Lancar
K-0573,2024-12-05,Surabaya,Jasa,36.5,163.0,4.0,32.6,4.0,Ya,454.0,Lancar
K-0574,2024-07-10,Jakarta,Retail,27.0,35.0,4.0,10.9,1.0,Tidak,555.0,Lancar
K-0575,2024-11-13,Jakarta,Fashion,22.8,119.0,1.0,12.6,2.0,Ya,515.0,Lancar
K-0576,2026-05-13,Surabaya,Pertanian,31.8,89.0,1.0,9.8,1.0,Tidak,488.0,Lancar
K-0577,2025-04-20,Surabaya,Kerajinan,13.1,94.0,6.0,5.6,3.0,Tidak,504.0,Macet
K-0578,2025-01-05,Jakarta,Pertanian,4.6,95.0,7.0,2.1,3.0,Ya,499.0,Lancar
K-0579,2026-03-29,Makassar,Kerajinan,31.5,116.0,7.0,18.7,2.0,Ya,646.0,Lancar
K-0580,2025-11-18,Yogyakarta,Kuliner,33.6,105.0,2.0,30.8,4.0,Ya,501.0,Macet
K-0581,2025-08-14,Surabaya,Jasa,11.6,73.0,8.0,10.7,0.0,Ya,605.0,Macet
K-0582,2025-05-15,Jakarta,Retail,16.2,170.0,1.0,11.7,0.0,Ya,679.0,Lancar
K-0583,2026-02-01,Jakarta,Kuliner,16.9,158.0,8.0,9.2,1.0,Ya,582.0,Lancar
K-0584,2025-10-05,Bandung,Kuliner,22.6,26.0,5.0,15.3,1.0,Tidak,601.0,Lancar
K-0585,2024-08-29,Jakarta,Kuliner,27.2,170.0,8.0,10.9,2.0,Ya,524.0,Lancar
K-0586,2026-01-25,Medan,Fashion,7.3,149.0,7.0,3.9,2.0,Ya,624.0,Lancar
K-0587,2024-10-19,Medan,Pertanian,17.8,38.0,1.0,14.8,3.0,Ya,515.0,Macet
K-0588,2025-04-06,Medan,Jasa,30.2,41.0,1.0,22.4,4.0,Tidak,438.0,Macet
K-0589,2025-03-25,Jakarta,Fashion,18.8,9.0,5.0,14.1,0.0,Ya,616.0,Lancar
K-0590,2025-01-06,Yogyakarta,Fashion,25.2,175.0,2.0,21.5,3.0,Ya,494.0,Lancar
K-0591,2025-10-07,Bandung,Kuliner,12.6,81.0,7.0,5.7,2.0,Ya,527.0,Lancar
K-0592,2024-12-02,Jakarta,Kuliner,12.3,168.0,2.0,5.0,0.0,Ya,701.0,Lancar
K-0593,2025-06-05,Yogyakarta,Fashion,38.8,53.0,8.0,36.9,2.0,Ya,603.0,Lancar
K-0594,2025-10-15,Jakarta,Retail,4.8,79.0,2.0,1.5,3.0,Tidak,447.0,Lancar
K-0595,2025-11-02,Jakarta,Fashion,26.0,8.0,8.0,12.9,4.0,Ya,560.0,Lancar
K-0596,2025-12-20,Surabaya,Fashion,19.6,178.0,7.0,8.9,4.0,Tidak,487.0,Macet
K-0597,2026-06-05,Medan,Fashion,13.4,75.0,5.0,13.5,4.0,Ya,426.0,Lancar
K-0598,2025-05-21,Surabaya,Retail,16.4,136.0,6.0,4.2,4.0,Tidak,404.0,Lancar
K-0599,2024-07-21,Surabaya,Kuliner,23.9,113.0,7.0,9.5,4.0,Ya,476.0,Lancar
K-0600,2025-01-16,Medan,Retail,53.7,59.0,1.0,42.0,1.0,Tidak,537.0,Macet
K-0601,2024-10-25,Bandung,Jasa,33.1,140.0,1.0,12.5,3.0,Ya,545.0,Lancar
K-0602,2025-09-23,Bandung,Fashion,41.5,10.0,8.0,12.9,4.0,Ya,416.0,Lancar
K-0603,2025-02-21,Surabaya,Kuliner,13.1,133.0,6.0,8.1,4.0,Ya,433.0,Lancar
K-0604,2024-10-24,Medan,Kerajinan,16.4,103.0,5.0,16.3,2.0,Ya,517.0,Lancar
K-0605,2026-04-29,Yogyakarta,Pertanian,7.6,89.0,4.0,2.4,4.0,Ya,400.0,Lancar
K-0606,2026-04-30,Bandung,Fashion,39.8,114.0,4.0,31.3,3.0,Ya,583.0,Lancar
K-0607,2024-10-11,Bandung,Kuliner,30.8,42.0,1.0,13.3,1.0,Tidak,564.0,Lancar
K-0608,2025-04-07,Medan,Jasa,18.3,20.0,7.0,4.8,1.0,Tidak,635.0,Lancar
K-0609,2025-05-11,Medan,Retail,52.6,40.0,3.0,28.8,1.0,Tidak,580.0,Lancar
K-0610,2024-10-19,Medan,Kerajinan,21.8,136.0,7.0,12.8,1.0,Tidak,595.0,Lancar
K-0611,2024-07-31,Jakarta,Kuliner,55.7,7.0,3.0,54.2,2.0,Ya,530.0,Lancar
K-0612,2024-08-02,Surabaya,Jasa,85.7,175.0,2.0,79.6,3.0,Ya,332.0,Lancar
K-0613,2024-09-16,Surabaya,Retail,17.5,170.0,8.0,5.6,4.0,Ya,500.0,Lancar
K-0614,2024-12-10,Surabaya,Jasa,22.0,165.0,3.0,10.3,3.0,Ya,532.0,Lancar
K-0615,2025-10-31,Yogyakarta,Jasa,18.8,98.0,6.0,16.5,1.0,Ya,611.0,Lancar
K-0616,2025-01-12,Jakarta,Kuliner,38.2,105.0,4.0,23.4,0.0,Ya,658.0,Lancar
K-0617,2025-01-14,Bandung,Pertanian,28.8,108.0,3.0,17.4,1.0,Ya,618.0,Lancar
K-0618,2025-11-10,Surabaya,Retail,14.6,82.0,5.0,12.4,3.0,Ya,482.0,Lancar
K-0619,2024-06-25,Jakarta,Retail,25.4,178.0,3.0,11.9,0.0,Ya,692.0,Lancar
K-0620,2024-10-01,Bandung,Kuliner,72.3,23.0,2.0,57.4,4.0,Ya,460.0,Macet
