id_pengajuan,tanggal_pengajuan,kota,sektor,omzet_bulanan_juta,lama_usaha_bulan,jumlah_karyawan,pinjaman_diajukan_juta,riwayat_telat_12m,punya_npwp,skor_kredit,status
K-0499,"Dec 22, 2024",Medan,pertanian,55.8,32.0,5.0,15.1,4.0,Ya,360.0,Macet
K-0500,"Feb 05, 2025",Jakarta,Jasa,63.6,130.0,5.0,29.9,4.0,1,366.0,Lancar
K-0501,2024-11-26,JKT,Kerajinan,28.9,97.0,8.0,22.6,0.0,Ya,720.0,Lancar
K-0502,2025-02-21,makassar,Kerajinan,19.8,46.0,7.0,16.2,3.0,1,568.0,Macet
K-0503,2025-05-30,BDG ,Pertanian,20.7,22.0,5.0,8.7,1.0,ya,706.0,Lancar
K-0504,2026-05-09,SBY,Kuliner,21.5,109.0,7.0,15.6,1.0,Tidak,579.0,Lancar
K-0505,2025-04-30,makassar,JASA,46.0,115.0,8.0,40.9,3.0,N,401.0,Macet
K-0506,2025-03-13,Jakarta,kerajinan ,40.1,56.0,6.0,18.7,1.0,y,589.0,Macet
K-0507,2026-03-29,Surabaya,pertanian,24.6,56.0,8.0,9.4,2.0,ya,657.0,Lancar
K-0508,14/09/2025,Bandung,Kuliner,17.6,32.0,6.0,14.2,4.0,Tidak,,Macet
K-0509,27/06/2025,bandung,,23.9,163.0,1.0,24.4,3.0,Y,505.0,Lancar
K-0510,2024-06-10,Jakarta,Fashion,26.8,43.0,2.0,26.2,2.0,1,572.0,Lancar
K-0511,"May 19, 2026",Bandung,KULINER,6.7,77.0,6.0,3.6,2.0,n,,Lancar
K-0512,2024-08-24,Medan,Fashion,23.5,44.0,5.0,18.0,1.0,Tidak,485.0,Lancar
K-0513,19/10/2025,BDG ,Kuliner,25.4,67.0,8.0,15.8,4.0,N,430.0,Macet
K-0514,"Aug 31, 2025",jakarta,retail ,24.5,,5.0,21.0,4.0,1,421.0,Lancar
K-0515,2026-01-28,Jogja,kerajinan,36.5,152.0,7.0,16.3,0.0,Y,614.0,Lancar
K-0516,2025-01-11,YOG ,kuliner,41.3,111.0,1.0,31.9,1.0,Ya,683.0,Lancar
K-0517,2025-04-14,bandung,Kuliner,12.2,,8.0,12.0,0.0,ya,665.0,Lancar
K-0518,2026-02-20,Medan,Retail,,141.0,8.0,62.0,,Y,504.0,Lancar
K-0519,03/03/2025,Jakarta,Retail,95.2,37.0,1.0,77.0,0.0,1,632.0,Lancar
K-0520,2024-10-26,Yogyakarta,JASA,26.1,6.0,4.0,16.4,1.0,Tidak,562.0,Lancar
K-0521,06/06/2025,,Jasa,24.4,9.0,8.0,8.4,4.0,Ya,,Lancar
K-0522,"May 12, 2025",SBY,JASA,16.1,60.0,3.0,10.3,3.0,Y,442.0,Lancar
K-0523,2025-01-14,surabaya,Kerajinan,11.8,158.0,1.0,5.1,1.0,Ya,654.0,Lancar
K-0524,2026-04-10,bandung,Kerajinan,20.6,102.0,1.0,13.1,4.0,Ya,407.0,Lancar
K-0525,20/06/2025, Jakarta ,Fashion,19.5,175.0,3.0,9.9,0.0,,,Lancar
K-0526,2026-05-02,jkt,retail ,38.2,57.0,,33.6,3.0,,555.0,Macet
K-0527,14/02/2025,surabaya,Retail,24.8,117.0,2.0,22.8,4.0,Tidak,431.0,Lancar
K-0528,08/04/2025,Jakarta,Pertanian,40.1,77.0,3.0,32.5,,Ya,422.0,Lancar
K-0529,14/10/2024,BDG ,Retail,48.9,136.0,6.0,15.6,3.0,1,538.0,Lancar
K-0530,2026-03-30,jkt,Jasa,13.0,138.0,2.0,7.5,4.0,N,387.0,Macet
K-0531,2024-07-17,MKS,pertanian,11.8,30.0,5.0,4.6,,T,566.0,Lancar
K-0532,"Dec 09, 2024",Surabaya,fashion ,17.3,128.0,7.0,11.6,2.0,Tidak,587.0,Lancar
K-0533,2026-03-07,bandung,,14.0,158.0,1.0,11.0,2.0,Ya,561.0,Lancar
K-0534,2025-03-17,Yogyakarta,Kerajinan,,108.0,1.0,8.6,0.0,ya,752.0,Lancar
K-0535,2025-01-16,Makassar,Fashion,28.2,168.0,1.0,19.2,0.0,Tidak,582.0,Macet
K-0536,2025-06-18, Jakarta ,KULINER,8.3,49.0,3.0,4.1,1.0,Y,662.0,Lancar
K-0537,2026-01-31,jkt,kerajinan,26.6,168.0,2.0,10.3,2.0,Ya,570.0,Lancar
K-0538,2025-07-14,MDN,Kuliner,22.9,105.0,8.0,8.6,0.0,Ya,679.0,Lancar
K-0539,2024-07-18,Makassar,kuliner,72.6,28.0,,22.3,3.0,Ya,502.0,Lancar
K-0540,2025-04-29,Jogja,Kerajinan,6.4,171.0,4.0,3.4,1.0,Ya,562.0,Lancar
K-0541,2025-04-16,yogyakarta,Pertanian,27.4,100.0,3.0,20.6,5.0,N,400.0,Macet
K-0542,2025-08-17,surabaya,Jasa,10.9,,7.0,2.9,4.0,Tidak,426.0,Lancar
K-0543,2025-09-06,SBY,Pertanian,,151.0,6.0,17.5,3.0,Ya,490.0,Lancar
K-0544,2024-08-26,medan ,pertanian,19.5,138.0,5.0,19.6,0.0,Ya,559.0,Macet
K-0545,2026-05-22,Bandung,PERTANIAN,27.6,81.0,1.0,16.3,4.0,Y,477.0,Lancar
K-0546,2024-07-02, Jakarta ,PERTANIAN,34.8,,5.0,24.6,3.0,Ya,,Lancar
K-0547,27/08/2024,JKT,JASA,41.8,105.0,8.0,31.7,1.0,Tidak,701.0,Lancar
K-0548,2025-12-22,Bandung,PERTANIAN,36.1,102.0,4.0,27.1,2.0,Y,555.0,Lancar
K-0549,2026-03-03,Jogja,kerajinan ,,124.0,6.0,30.7,0.0,Ya,565.0,Lancar
K-0550,05/03/2025,Jakarta,Kerajinan,20.2,66.0,3.0,8.8,4.0,1,475.0,Lancar
K-0551,2026-01-02,Bandung,Pertanian,34.5,72.0,8.0,16.3,3.0,,507.0,Lancar
K-0552,25/03/2026,medan ,Fashion,20.4,127.0,6.0,19.1,3.0,Ya,543.0,Macet
K-0553,26/05/2025,Jakarta,Fashion,32.3,27.0,1.0,30.6,4.0,Ya,,Macet
K-0554,2025-04-06,Yogyakarta,Kuliner,7.0,10.0,6.0,7.0,4.0,Ya,425.0,Macet
K-0555,2026-05-15,JKT,fashion ,13.7,19.0,3.0,12.2,1.0,Ya,724.0,Lancar
K-0556,"Oct 03, 2025",,Kuliner,34.3,,,26.5,1.0,Y,589.0,Lancar
K-0557,09/06/2025,Jakarta,PERTANIAN,56.0,136.0,3.0,42.2,3.0,Tidak,517.0,Macet
K-0558,2025-07-21,Bandung,Pertanian,48.2,79.0,7.0,32.7,3.0,Tidak,424.0,Macet
K-0559,2025-03-25,makassar,Fashion,23.4,110.0,7.0,10.9,1.0,Tidak,670.0,Lancar
K-0560,2025-03-12,YOG ,fashion ,57.3,34.0,5.0,43.8,0.0,Ya,578.0,Macet
K-0561,"May 14, 2025",JKT,Jasa,26.8,,1.0,12.9,3.0,Tidak,332.0,Lancar
K-0562,08/09/2024,Medan,Kerajinan,15.2,46.0,7.0,9.7,2.0,Ya,521.0,Lancar
K-0563,12/03/2026,Bandung,Kerajinan,35.8,70.0,5.0,22.7,5.0,Ya,382.0,Macet
K-0564,2025-01-27,BDG ,Pertanian,41.6,108.0,4.0,34.7,2.0,Ya,500.0,Lancar
K-0565,2025-01-20,Surabaya,Kuliner,10.8,18.0,6.0,6.9,0.0,Tidak,637.0,Lancar
K-0565,2025-01-20,Surabaya,Kuliner,10.8,18.0,6.0,6.9,0.0,Tidak,637.0,Lancar
K-0566,04/12/2025,MDN,Kerajinan,18.9,83.0,5.0,11.9,0.0,Ya,546.0,Lancar
K-0567,2024-06-15, Jakarta ,,65.7,,2.0,22.6,0.0,Ya,670.0,Lancar
K-0568,2025-05-06,jakarta,fashion,38.0,67.0,4.0,10.6,1.0,Tidak,599.0,Lancar
K-0569,28/04/2026,Medan,fashion ,22.9,172.0,8.0,21.2,3.0,Ya,529.0,Macet
K-0570,06/03/2025,Surabaya,,13.5,158.0,1.0,8.8,1.0,Ya,,Lancar
K-0571,11/04/2026,Jakarta,retail ,19.2,138.0,3.0,6.9,1.0,Ya,740.0,Lancar
K-0572,"May 22, 2026",MKS,PERTANIAN,166.3,40.0,6.0,69.6,1.0,Ya,573.0,Lancar
K-0573,2024-12-05,Surabaya,JASA,36.5,163.0,4.0,32.6,4.0,Ya,454.0,Lancar
K-0574,2024-07-10,JKT,Retail,27.0,35.0,4.0,10.9,1.0,Tidak,555.0,Lancar
K-0575,2024-11-13,jakarta,fashion,,119.0,1.0,12.6,2.0,Ya,515.0,Lancar
K-0576,2026-05-13,SBY,PERTANIAN,31.8,89.0,1.0,9.8,1.0,Tidak,488.0,Lancar
K-0577,2025-04-20,Surabaya,kerajinan ,13.1,94.0,6.0,5.6,3.0,T,504.0,Macet
K-0578,05/01/2025,Jakarta,Pertanian,4.6,95.0,7.0,2.1,3.0,ya,499.0,Lancar
K-0579,"Mar 29, 2026",,kerajinan ,31.5,116.0,7.0,18.7,2.0,Ya,646.0,Lancar
K-0580,2025-11-18,YOG ,Kuliner,33.6,105.0,2.0,30.8,4.0,ya,501.0,Macet
K-0581,2025-08-14,,Jasa,11.6,73.0,8.0,10.7,0.0,Y,605.0,Macet
K-0582,"May 15, 2025",Jakarta,Retail,16.2,,1.0,11.7,0.0,Ya,679.0,Lancar
K-0583,01/02/2026,Jakarta,Kuliner,16.9,158.0,8.0,9.2,1.0,Ya,582.0,Lancar
K-0584,05/10/2025,BDG ,kuliner,22.6,26.0,5.0,15.3,1.0,N,601.0,Lancar
K-0585,"Aug 29, 2024",Jakarta,Kuliner,27.2,170.0,8.0,10.9,2.0,Ya,524.0,Lancar
K-0586,2026-01-25,medan ,,7.3,149.0,7.0,3.9,2.0,Ya,,Lancar
K-0587,2024-10-19,Medan,Pertanian,17.8,,1.0,14.8,3.0,Ya,515.0,Macet
K-0588,2025-04-06,Medan,Jasa,30.2,41.0,1.0,22.4,4.0,N,438.0,Macet
K-0589,2025-03-25,jkt,Fashion,18.8,,5.0,14.1,0.0,Ya,616.0,Lancar
K-0590,06/01/2025,Yogyakarta,Fashion,25.2,175.0,2.0,21.5,3.0,1,494.0,Lancar
K-0591,2025-10-07,bandung,KULINER,12.6,81.0,7.0,5.7,2.0,Y,527.0,Lancar
K-0592,"Dec 02, 2024",jkt,kuliner,,168.0,2.0,5.0,0.0,Ya,,Lancar
K-0593,05/06/2025,Yogyakarta,fashion,38.8,53.0,8.0,36.9,2.0,ya,603.0,Lancar
K-0594,"Oct 15, 2025",Jakarta,Retail,4.8,79.0,2.0,1.5,3.0,tidak,447.0,Lancar
K-0595,02/11/2025,Jakarta,Fashion,26.0,8.0,8.0,12.9,4.0,Ya,560.0,Lancar
K-0596,20/12/2025,Surabaya,fashion ,19.6,178.0,7.0,8.9,4.0,Tidak,487.0,Macet
K-0597,2026-06-05,Medan,Fashion,13.4,,5.0,13.5,4.0,Ya,426.0,Lancar
K-0598,2025-05-21,Surabaya,Retail,16.4,136.0,6.0,4.2,4.0,n,404.0,Lancar
K-0599,2024-07-21,Surabaya,Kuliner,23.9,113.0,7.0,9.5,4.0,Ya,476.0,Lancar
K-0600,"Jan 16, 2025",Medan,Retail,53.7,59.0,1.0,42.0,1.0,Tidak,537.0,Macet
K-0601,2024-10-25,Bandung,Jasa,33.1,140.0,,12.5,3.0,ya,545.0,Lancar
K-0602,2025-09-23,bandung,fashion ,41.5,10.0,8.0,12.9,4.0,Ya,416.0,Lancar
K-0603,21/02/2025,Surabaya,Kuliner,13.1,133.0,6.0,8.1,4.0,Y,433.0,Lancar
K-0604,"Oct 24, 2024",Medan,Kerajinan,16.4,103.0,5.0,16.3,2.0,1,517.0,Lancar
K-0605,"Apr 29, 2026",Yogyakarta,Pertanian,7.6,89.0,4.0,2.4,4.0,Ya,,Lancar
K-0606,2026-04-30,Bandung,Fashion,,114.0,4.0,31.3,3.0,y,583.0,Lancar
K-0607,2024-10-11,bandung,Kuliner,30.8,42.0,1.0,13.3,1.0,T,564.0,Lancar
K-0608,2025-04-07,Medan,JASA,18.3,20.0,7.0,4.8,1.0,n,635.0,Lancar
K-0609,"May 11, 2025",Medan,Retail,52.6,40.0,3.0,28.8,1.0,Tidak,580.0,Lancar
K-0610,2024-10-19,MDN,Kerajinan,21.8,136.0,7.0,12.8,1.0,Tidak,595.0,Lancar
K-0611,2024-07-31,JKT,KULINER,55.7,7.0,3.0,54.2,2.0,ya,530.0,Lancar
K-0612,02/08/2024,surabaya,Jasa,85.7,175.0,2.0,79.6,3.0,ya,332.0,Lancar
K-0613,16/09/2024,Surabaya,retail ,17.5,170.0,8.0,5.6,4.0,Ya,500.0,Lancar
K-0613,16/09/2024,Surabaya,retail ,17.5,170.0,8.0,5.6,4.0,Ya,500.0,Lancar
K-0614,10/12/2024,Surabaya,jasa,22.0,165.0,3.0,10.3,3.0,Ya,532.0,Lancar
K-0615,2025-10-31,Jogja,jasa,18.8,98.0,6.0,16.5,1.0,y,611.0,Lancar
K-0616,2025-01-12,,Kuliner,,105.0,,23.4,0.0,1,658.0,Lancar
K-0617,14/01/2025,BDG ,,28.8,108.0,3.0,17.4,1.0,Ya,618.0,Lancar
K-0618,2025-11-10,Surabaya,retail ,14.6,82.0,5.0,12.4,3.0,Ya,482.0,Lancar
K-0619,25/06/2024,,Retail,25.4,178.0,,11.9,0.0,Ya,692.0,Lancar
K-0620,2024-10-01,BDG ,kuliner,72.3,23.0,2.0,57.4,4.0,ya,460.0,Macet
