tanggal,id_transaksi,produk,kategori,jumlah,harga_satuan,total,kota
2026-05-09,TRX-0713,Martabak,Snack,2,36000,72000,Jakarta
2026-02-23,TRX-0714,Bakso,Makanan,4,18000,72000,Surabaya
2026-02-26,TRX-0715,Nasi Goreng,Makanan,3,25500,76500,Makassar
2026-01-24,TRX-0716,Sate Ayam,Makanan,4,30000,120000,Jakarta
2026-01-07,TRX-0717,Nasi Goreng,Makanan,2,25000,50000,Bandung
2026-03-27,TRX-0718,Sate Ayam,Makanan,2,31000,62000,Surabaya
2026-03-30,TRX-0719,Martabak,Snack,1,35500,35500,Surabaya
2026-02-23,TRX-0720,Teh Manis,Minuman,3,8000,24000,Medan
2026-05-07,TRX-0721,Pisang Goreng,Snack,2,10000,20000,Bandung
2026-03-21,TRX-0722,Keripik,Snack,2,12500,25000,Surabaya
2026-05-03,TRX-0723,Pisang Goreng,Snack,3,11000,33000,Surabaya
2026-05-12,TRX-0724,Air Mineral,Minuman,4,5000,20000,Medan
2026-02-22,TRX-0725,Pisang Goreng,Snack,3,10500,31500,Surabaya
2026-03-27,TRX-0726,Kopi Susu,Minuman,1,18500,18500,Jakarta
2026-01-06,TRX-0727,Ayam Geprek,Makanan,3,22000,66000,Surabaya
2026-01-07,TRX-0728,Bakso,Makanan,1,18000,18000,Surabaya
2026-03-01,TRX-0729,Ayam Geprek,Makanan,2,22500,45000,Jakarta
2026-01-12,TRX-0730,Air Mineral,Minuman,4,5000,20000,Jakarta
2026-01-29,TRX-0731,Pisang Goreng,Snack,3,11000,33000,Medan
2026-01-01,TRX-0732,Keripik,Snack,2,13000,26000,Bandung
2026-04-24,TRX-0733,Kue Lapis,Snack,4,15500,62000,Bandung
2026-01-09,TRX-0734,Es Teh,Minuman,4,7000,28000,Surabaya
2026-01-11,TRX-0735,Ayam Geprek,Makanan,3,22500,67500,Jakarta
2026-06-03,TRX-0736,Susu UHT,Minuman,4,8000,32000,Makassar
2026-06-26,TRX-0737,Martabak,Snack,2,36000,72000,Surabaya
2026-06-20,TRX-0738,Susu UHT,Minuman,4,7000,28000,Surabaya
2026-04-29,TRX-0739,Sate Ayam,Makanan,4,30500,122000,Bandung
2026-04-09,TRX-0740,Nasi Goreng,Makanan,1,25000,25000,Medan
2026-02-12,TRX-0741,Martabak,Snack,2,35500,71000,Jakarta
2026-05-08,TRX-0742,Nasi Goreng,Makanan,4,26000,104000,Makassar
2026-05-24,TRX-0743,Martabak,Snack,2,35500,71000,Bandung
2026-02-28,TRX-0744,Teh Manis,Minuman,3,9000,27000,Medan
2026-01-07,TRX-0745,Ayam Geprek,Makanan,2,22000,44000,Surabaya
2026-06-26,TRX-0746,Susu UHT,Minuman,1,8000,8000,Medan
2026-04-04,TRX-0747,Teh Manis,Minuman,4,9000,36000,Surabaya
2026-05-22,TRX-0748,Air Mineral,Minuman,1,4500,4500,Medan
2026-04-27,TRX-0749,Kue Lapis,Snack,1,15000,15000,Surabaya
2026-02-03,TRX-0750,Sate Ayam,Makanan,2,31000,62000,Jakarta
2026-02-26,TRX-0751,Bakso,Makanan,1,18500,18500,Makassar
2026-06-30,TRX-0752,Nasi Goreng,Makanan,2,25000,50000,Medan
2026-04-05,TRX-0753,Bakso,Makanan,4,19000,76000,Bandung
2026-02-15,TRX-0754,Keripik,Snack,1,12000,12000,Makassar
2026-03-14,TRX-0755,Sate Ayam,Makanan,1,30500,30500,Bandung
2026-02-23,TRX-0756,Kue Lapis,Snack,2,15500,31000,Medan
2026-02-19,TRX-0757,Es Teh,Minuman,3,6000,18000,Bandung
2026-05-30,TRX-0758,Kue Lapis,Snack,3,15000,45000,Jakarta
2026-03-16,TRX-0759,Keripik,Snack,3,13000,39000,Bandung
2026-05-16,TRX-0760,Sate Ayam,Makanan,3,30000,90000,Jakarta
2026-02-19,TRX-0761,Martabak,Snack,1,35000,35000,Jakarta
2026-03-24,TRX-0762,Bakso,Makanan,1,18000,18000,Bandung
2026-05-23,TRX-0763,Sate Ayam,Makanan,1,30500,30500,Medan
2026-02-19,TRX-0764,Mie Ayam,Makanan,3,20000,60000,Bandung
2026-02-03,TRX-0765,Keripik,Snack,1,12500,12500,Makassar
2026-03-07,TRX-0766,Pisang Goreng,Snack,2,10500,21000,Jakarta
2026-04-30,TRX-0767,Martabak,Snack,1,35000,35000,Jakarta
2026-06-21,TRX-0768,Sate Ayam,Makanan,4,30000,120000,Surabaya
2026-03-16,TRX-0769,Air Mineral,Minuman,2,4500,9000,Jakarta
2026-04-14,TRX-0770,Kue Lapis,Snack,2,15500,31000,Jakarta
2026-04-11,TRX-0771,Sate Ayam,Makanan,3,30000,90000,Bandung
2026-01-29,TRX-0772,Martabak,Snack,3,36000,108000,Makassar
2026-03-12,TRX-0773,Keripik,Snack,2,12000,24000,Medan
2026-06-03,TRX-0774,Pisang Goreng,Snack,4,10000,40000,Makassar
2026-03-05,TRX-0775,Keripik,Snack,4,12500,50000,Surabaya
2026-05-20,TRX-0776,Bakso,Makanan,2,19000,38000,Jakarta
2026-04-05,TRX-0777,Martabak,Snack,2,35000,70000,Makassar
2026-04-07,TRX-0778,Susu UHT,Minuman,1,7500,7500,Makassar
2026-03-23,TRX-0779,Sate Ayam,Makanan,4,31000,124000,Makassar
2026-05-13,TRX-0780,Keripik,Snack,1,12500,12500,Surabaya
2026-03-27,TRX-0781,Ayam Geprek,Makanan,4,22500,90000,Makassar
2026-03-08,TRX-0782,Teh Manis,Minuman,4,9000,36000,Bandung
2026-03-05,TRX-0783,Kopi Susu,Minuman,4,19000,76000,Surabaya
2026-02-25,TRX-0784,Susu UHT,Minuman,4,7000,28000,Medan
2026-03-23,TRX-0785,Keripik,Snack,1,12000,12000,Bandung
2026-02-05,TRX-0786,Teh Manis,Minuman,2,8500,17000,Surabaya
2026-03-27,TRX-0787,Susu UHT,Minuman,2,8000,16000,Jakarta
2026-06-13,TRX-0788,Keripik,Snack,1,13000,13000,Surabaya
2026-05-01,TRX-0789,Susu UHT,Minuman,1,7500,7500,Surabaya
2026-02-20,TRX-0790,Nasi Goreng,Makanan,2,26000,52000,Makassar
2026-03-05,TRX-0791,Bakso,Makanan,3,19000,57000,Jakarta
2026-01-23,TRX-0792,Kopi Susu,Minuman,3,18500,55500,Makassar
2026-03-03,TRX-0793,Es Teh,Minuman,3,6000,18000,Makassar
2026-01-18,TRX-0794,Pisang Goreng,Snack,4,10000,40000,Makassar
2026-05-22,TRX-0795,Ayam Geprek,Makanan,4,22500,90000,Makassar
2026-03-16,TRX-0796,Kopi Susu,Minuman,4,19000,76000,Surabaya
2026-05-26,TRX-0797,Keripik,Snack,2,13000,26000,Medan
2026-02-23,TRX-0798,Bakso,Makanan,3,18000,54000,Bandung
2026-01-27,TRX-0799,Sate Ayam,Makanan,2,30000,60000,Surabaya
2026-01-25,TRX-0800,Keripik,Snack,3,13000,39000,Makassar
2026-05-30,TRX-0801,Martabak,Snack,2,36000,72000,Surabaya
2026-04-23,TRX-0802,Pisang Goreng,Snack,1,10000,10000,Jakarta
2026-06-28,TRX-0803,Kue Lapis,Snack,3,16000,48000,Jakarta
2026-01-23,TRX-0804,Teh Manis,Minuman,3,8000,24000,Makassar
2026-02-05,TRX-0805,Ayam Geprek,Makanan,1,22500,22500,Bandung
2026-01-25,TRX-0806,Teh Manis,Minuman,1,8500,8500,Makassar
2026-03-05,TRX-0807,Nasi Goreng,Makanan,1,26000,26000,Bandung
2026-02-09,TRX-0808,Nasi Goreng,Makanan,3,26000,78000,Jakarta
2026-02-04,TRX-0809,Kopi Susu,Minuman,2,18500,37000,Surabaya
2026-03-10,TRX-0810,Kue Lapis,Snack,4,15000,60000,Medan
2026-02-10,TRX-0811,Keripik,Snack,1,12000,12000,Bandung
2026-01-18,TRX-0812,Teh Manis,Minuman,3,8000,24000,Bandung
2026-02-05,TRX-0813,Pisang Goreng,Snack,2,11000,22000,Surabaya
2026-04-12,TRX-0814,Kopi Susu,Minuman,4,18000,72000,Bandung
2026-04-05,TRX-0815,Sate Ayam,Makanan,1,31000,31000,Surabaya
2026-05-07,TRX-0816,Mie Ayam,Makanan,3,20000,60000,Makassar
2026-02-28,TRX-0817,Kue Lapis,Snack,1,15500,15500,Surabaya
2026-06-23,TRX-0818,Bakso,Makanan,1,18500,18500,Medan
2026-06-12,TRX-0819,Pisang Goreng,Snack,2,10000,20000,Jakarta
2026-03-21,TRX-0820,Susu UHT,Minuman,1,7500,7500,Medan
2026-06-26,TRX-0821,Susu UHT,Minuman,1,8000,8000,Jakarta
2026-05-27,TRX-0822,Pisang Goreng,Snack,3,10500,31500,Bandung
2026-03-11,TRX-0823,Air Mineral,Minuman,1,5000,5000,Surabaya
2026-03-12,TRX-0824,Teh Manis,Minuman,2,9000,18000,Medan
2026-04-07,TRX-0825,Es Teh,Minuman,3,7000,21000,Medan
2026-06-27,TRX-0826,Kopi Susu,Minuman,1,18500,18500,Makassar
2026-04-18,TRX-0827,Es Teh,Minuman,1,6000,6000,Surabaya
2026-03-23,TRX-0828,Air Mineral,Minuman,4,5000,20000,Medan
2026-06-20,TRX-0829,Es Teh,Minuman,2,6500,13000,Jakarta
2026-02-18,TRX-0830,Ayam Geprek,Makanan,3,22500,67500,Bandung
2026-06-30,TRX-0831,Sate Ayam,Makanan,4,30500,122000,Jakarta
2026-02-11,TRX-0832,Es Teh,Minuman,1,6000,6000,Medan
2026-04-18,TRX-0833,Nasi Goreng,Makanan,1,26000,26000,Jakarta
2026-01-02,TRX-0834,Bakso,Makanan,2,18000,36000,Bandung
2026-05-12,TRX-0835,Bakso,Makanan,2,19000,38000,Bandung
2026-06-17,TRX-0836,Keripik,Snack,3,12500,37500,Medan
2026-04-26,TRX-0837,Nasi Goreng,Makanan,4,26000,104000,Surabaya
2026-01-13,TRX-0838,Kopi Susu,Minuman,4,19000,76000,Makassar
2026-05-03,TRX-0839,Es Teh,Minuman,3,6500,19500,Bandung
2026-06-09,TRX-0840,Susu UHT,Minuman,2,7000,14000,Surabaya
2026-05-14,TRX-0841,Air Mineral,Minuman,2,4000,8000,Surabaya
2026-03-01,TRX-0842,Ayam Geprek,Makanan,1,23000,23000,Jakarta
2026-02-07,TRX-0843,Es Teh,Minuman,4,6000,24000,Jakarta
2026-04-08,TRX-0844,Keripik,Snack,1,13000,13000,Jakarta
2026-01-05,TRX-0845,Es Teh,Minuman,1,7000,7000,Bandung
2026-03-13,TRX-0846,Susu UHT,Minuman,4,7500,30000,Medan
2026-04-11,TRX-0847,Air Mineral,Minuman,3,4000,12000,Makassar
2026-04-23,TRX-0848,Kue Lapis,Snack,4,15500,62000,Bandung
2026-05-07,TRX-0849,Sate Ayam,Makanan,4,31000,124000,Medan
2026-05-21,TRX-0850,Air Mineral,Minuman,1,4500,4500,Makassar
2026-01-13,TRX-0851,Susu UHT,Minuman,1,7000,7000,Surabaya
2026-04-05,TRX-0852,Es Teh,Minuman,2,7000,14000,Bandung
2026-02-18,TRX-0853,Nasi Goreng,Makanan,2,25000,50000,Jakarta
2026-02-11,TRX-0854,Air Mineral,Minuman,2,4000,8000,Surabaya
2026-05-25,TRX-0855,Nasi Goreng,Makanan,1,25500,25500,Bandung
2026-03-11,TRX-0856,Pisang Goreng,Snack,4,10000,40000,Makassar
2026-06-24,TRX-0857,Sate Ayam,Makanan,4,31000,124000,Makassar
2026-04-08,TRX-0858,Nasi Goreng,Makanan,1,25000,25000,Bandung
2026-04-21,TRX-0859,Mie Ayam,Makanan,1,20500,20500,Makassar
2026-05-30,TRX-0860,Pisang Goreng,Snack,3,11000,33000,Makassar
2026-03-23,TRX-0861,Nasi Goreng,Makanan,2,26000,52000,Surabaya
2026-06-20,TRX-0862,Air Mineral,Minuman,3,5000,15000,Bandung
2026-01-01,TRX-0863,Sate Ayam,Makanan,4,30500,122000,Surabaya
2026-05-10,TRX-0864,Martabak,Snack,3,36000,108000,Bandung
2026-03-25,TRX-0865,Sate Ayam,Makanan,3,30000,90000,Jakarta
2026-05-04,TRX-0866,Martabak,Snack,1,35500,35500,Surabaya
2026-03-19,TRX-0867,Air Mineral,Minuman,3,5000,15000,Surabaya
2026-06-16,TRX-0868,Pisang Goreng,Snack,1,10000,10000,Bandung
2026-03-09,TRX-0869,Pisang Goreng,Snack,3,10500,31500,Bandung
2026-02-17,TRX-0870,Kopi Susu,Minuman,1,18500,18500,Makassar
2026-01-17,TRX-0871,Sate Ayam,Makanan,1,30000,30000,Medan
2026-02-20,TRX-0872,Air Mineral,Minuman,3,4000,12000,Bandung
2026-04-09,TRX-0873,Es Teh,Minuman,4,6500,26000,Surabaya
2026-02-21,TRX-0874,Sate Ayam,Makanan,3,31000,93000,Surabaya
2026-05-02,TRX-0875,Pisang Goreng,Snack,1,10000,10000,Makassar
2026-03-01,TRX-0876,Nasi Goreng,Makanan,4,25500,102000,Jakarta
2026-02-11,TRX-0877,Kopi Susu,Minuman,2,18000,36000,Makassar
2026-05-09,TRX-0878,Es Teh,Minuman,2,6000,12000,Bandung
2026-01-15,TRX-0879,Nasi Goreng,Makanan,3,25500,76500,Medan
2026-01-03,TRX-0880,Pisang Goreng,Snack,2,11000,22000,Jakarta
2026-04-30,TRX-0881,Mie Ayam,Makanan,1,20000,20000,Surabaya
2026-01-27,TRX-0882,Kue Lapis,Snack,4,15000,60000,Medan
2026-06-06,TRX-0883,Bakso,Makanan,2,18500,37000,Jakarta
2026-01-27,TRX-0884,Bakso,Makanan,3,18500,55500,Medan
2026-06-04,TRX-0885,Bakso,Makanan,4,18000,72000,Medan
2026-06-07,TRX-0886,Es Teh,Minuman,1,6500,6500,Makassar
2026-04-05,TRX-0887,Pisang Goreng,Snack,2,10000,20000,Jakarta
2026-05-18,TRX-0888,Kue Lapis,Snack,2,15500,31000,Bandung
2026-05-01,TRX-0889,Pisang Goreng,Snack,1,10000,10000,Jakarta
2026-05-03,TRX-0890,Teh Manis,Minuman,4,8000,32000,Medan
2026-03-04,TRX-0891,Bakso,Makanan,3,18000,54000,Bandung
2026-02-25,TRX-0892,Ayam Geprek,Makanan,4,22000,88000,Jakarta
2026-02-15,TRX-0893,Mie Ayam,Makanan,3,20000,60000,Bandung
2026-06-15,TRX-0894,Kue Lapis,Snack,1,15500,15500,Makassar
2026-02-04,TRX-0895,Keripik,Snack,2,12000,24000,Surabaya
2026-06-14,TRX-0896,Es Teh,Minuman,4,7000,28000,Bandung
2026-01-24,TRX-0897,Pisang Goreng,Snack,4,10500,42000,Surabaya
2026-05-10,TRX-0898,Mie Ayam,Makanan,1,20500,20500,Bandung
2026-05-20,TRX-0899,Keripik,Snack,2,12500,25000,Jakarta
2026-02-06,TRX-0900,Ayam Geprek,Makanan,1,22500,22500,Jakarta
2026-06-01,TRX-0901,Kopi Susu,Minuman,3,18500,55500,Bandung
2026-02-10,TRX-0902,Sate Ayam,Makanan,1,30500,30500,Medan
2026-05-18,TRX-0903,Nasi Goreng,Makanan,3,26000,78000,Medan
2026-04-15,TRX-0904,Kue Lapis,Snack,4,15000,60000,Jakarta
2026-03-22,TRX-0905,Ayam Geprek,Makanan,2,22500,45000,Surabaya
2026-02-18,TRX-0906,Mie Ayam,Makanan,1,20500,20500,Bandung
2026-06-14,TRX-0907,Bakso,Makanan,1,18500,18500,Surabaya
2026-01-28,TRX-0908,Bakso,Makanan,1,18000,18000,Bandung
2026-06-08,TRX-0909,Ayam Geprek,Makanan,3,22500,67500,Surabaya
2026-05-03,TRX-0910,Kopi Susu,Minuman,1,18000,18000,Jakarta
2026-06-21,TRX-0911,Mie Ayam,Makanan,1,20000,20000,Makassar
2026-05-07,TRX-0912,Es Teh,Minuman,1,6500,6500,Bandung
2026-01-29,TRX-0913,Air Mineral,Minuman,4,4000,16000,Bandung
2026-05-19,TRX-0914,Nasi Goreng,Makanan,1,25500,25500,Surabaya
2026-05-21,TRX-0915,Susu UHT,Minuman,1,7000,7000,Bandung
2026-02-03,TRX-0916,Sate Ayam,Makanan,3,30000,90000,Bandung
2026-01-19,TRX-0917,Pisang Goreng,Snack,3,10500,31500,Bandung
2026-02-04,TRX-0918,Air Mineral,Minuman,3,4500,13500,Bandung
2026-05-11,TRX-0919,Keripik,Snack,3,12000,36000,Bandung
2026-02-05,TRX-0920,Nasi Goreng,Makanan,1,25000,25000,Surabaya
2026-02-13,TRX-0921,Martabak,Snack,1,35500,35500,Bandung
2026-03-03,TRX-0922,Bakso,Makanan,3,18500,55500,Medan
2026-04-12,TRX-0923,Air Mineral,Minuman,3,4000,12000,Makassar
2026-01-29,TRX-0924,Sate Ayam,Makanan,4,30000,120000,Bandung
2026-06-28,TRX-0925,Air Mineral,Minuman,4,4000,16000,Jakarta
2026-01-26,TRX-0926,Kopi Susu,Minuman,1,18500,18500,Bandung
2026-02-04,TRX-0927,Es Teh,Minuman,2,6500,13000,Makassar
2026-01-11,TRX-0928,Susu UHT,Minuman,4,7000,28000,Surabaya
2026-06-29,TRX-0929,Air Mineral,Minuman,3,4500,13500,Makassar
2026-03-16,TRX-0930,Mie Ayam,Makanan,2,20500,41000,Surabaya
2026-04-11,TRX-0931,Sate Ayam,Makanan,4,30500,122000,Bandung
2026-05-04,TRX-0932,Martabak,Snack,1,35500,35500,Bandung
2026-04-18,TRX-0933,Nasi Goreng,Makanan,3,25500,76500,Jakarta
2026-03-08,TRX-0934,Kopi Susu,Minuman,2,18500,37000,Medan
2026-03-09,TRX-0935,Susu UHT,Minuman,3,7000,21000,Bandung
2026-03-18,TRX-0936,Es Teh,Minuman,1,7000,7000,Surabaya
2026-01-25,TRX-0937,Es Teh,Minuman,2,6500,13000,Medan
2026-01-12,TRX-0938,Martabak,Snack,4,36000,144000,Makassar
2026-02-18,TRX-0939,Mie Ayam,Makanan,1,21000,21000,Surabaya
2026-03-06,TRX-0940,Es Teh,Minuman,1,6500,6500,Medan
2026-01-19,TRX-0941,Es Teh,Minuman,2,7000,14000,Surabaya
2026-03-12,TRX-0942,Keripik,Snack,4,12500,50000,Jakarta
2026-05-16,TRX-0943,Bakso,Makanan,1,18500,18500,Makassar
2026-02-16,TRX-0944,Sate Ayam,Makanan,1,30500,30500,Jakarta
2026-05-14,TRX-0945,Ayam Geprek,Makanan,4,22500,90000,Makassar
2026-01-13,TRX-0946,Teh Manis,Minuman,4,8500,34000,Surabaya
2026-06-27,TRX-0947,Mie Ayam,Makanan,2,20500,41000,Medan
2026-04-21,TRX-0948,Martabak,Snack,4,35500,142000,Surabaya
2026-06-22,TRX-0949,Pisang Goreng,Snack,1,10500,10500,Medan
2026-03-13,TRX-0950,Martabak,Snack,1,35500,35500,Makassar
2026-05-11,TRX-0951,Mie Ayam,Makanan,2,21000,42000,Surabaya
2026-04-10,TRX-0952,Es Teh,Minuman,1,6500,6500,Bandung
2026-05-12,TRX-0953,Air Mineral,Minuman,4,5000,20000,Jakarta
2026-02-02,TRX-0954,Pisang Goreng,Snack,2,10000,20000,Bandung
2026-06-20,TRX-0955,Air Mineral,Minuman,1,4000,4000,Makassar
2026-03-23,TRX-0956,Susu UHT,Minuman,4,7500,30000,Makassar
2026-01-31,TRX-0957,Kopi Susu,Minuman,1,18500,18500,Medan
2026-02-09,TRX-0958,Keripik,Snack,4,13000,52000,Medan
2026-04-25,TRX-0959,Kue Lapis,Snack,1,15500,15500,Surabaya
2026-06-14,TRX-0960,Bakso,Makanan,2,19000,38000,Surabaya
2026-05-15,TRX-0961,Kue Lapis,Snack,2,15500,31000,Medan
2026-05-10,TRX-0962,Pisang Goreng,Snack,1,11000,11000,Makassar
2026-01-27,TRX-0963,Kopi Susu,Minuman,4,18500,74000,Jakarta
2026-03-30,TRX-0964,Susu UHT,Minuman,1,7000,7000,Medan
2026-05-13,TRX-0965,Pisang Goreng,Snack,2,10500,21000,Medan
2026-04-22,TRX-0966,Teh Manis,Minuman,4,8500,34000,Bandung
2026-05-15,TRX-0967,Nasi Goreng,Makanan,3,26000,78000,Medan
2026-06-18,TRX-0968,Teh Manis,Minuman,2,8500,17000,Surabaya
2026-05-14,TRX-0969,Kue Lapis,Snack,4,15000,60000,Surabaya
2026-01-29,TRX-0970,Kopi Susu,Minuman,2,18000,36000,Makassar
2026-03-27,TRX-0971,Air Mineral,Minuman,2,4000,8000,Jakarta
2026-04-06,TRX-0972,Es Teh,Minuman,4,6000,24000,Bandung
2026-02-24,TRX-0973,Pisang Goreng,Snack,2,10500,21000,Makassar
2026-01-12,TRX-0974,Teh Manis,Minuman,1,8500,8500,Makassar
2026-01-02,TRX-0975,Nasi Goreng,Makanan,1,25000,25000,Makassar
2026-06-07,TRX-0976,Kopi Susu,Minuman,1,18500,18500,Bandung
2026-06-28,TRX-0977,Mie Ayam,Makanan,4,21000,84000,Medan
2026-01-04,TRX-0978,Keripik,Snack,2,12000,24000,Bandung
2026-05-16,TRX-0979,Kopi Susu,Minuman,1,18000,18000,Medan
2026-01-14,TRX-0980,Nasi Goreng,Makanan,2,26000,52000,Medan
2026-03-09,TRX-0981,Air Mineral,Minuman,3,4500,13500,Bandung
2026-06-09,TRX-0982,Nasi Goreng,Makanan,3,25000,75000,Medan
2026-03-26,TRX-0983,Teh Manis,Minuman,2,9000,18000,Makassar
2026-04-27,TRX-0984,Keripik,Snack,1,13000,13000,Medan
2026-04-04,TRX-0985,Martabak,Snack,3,36000,108000,Bandung
2026-04-18,TRX-0986,Sate Ayam,Makanan,3,31000,93000,Makassar
2026-04-21,TRX-0987,Pisang Goreng,Snack,4,10500,42000,Medan
2026-05-26,TRX-0988,Ayam Geprek,Makanan,1,22500,22500,Surabaya
2026-02-04,TRX-0989,Kopi Susu,Minuman,3,19000,57000,Jakarta
2026-04-15,TRX-0990,Nasi Goreng,Makanan,2,25000,50000,Surabaya
2026-05-05,TRX-0991,Kopi Susu,Minuman,3,19000,57000,Bandung
2026-01-23,TRX-0992,Keripik,Snack,2,13000,26000,Medan
2026-02-27,TRX-0993,Nasi Goreng,Makanan,1,26000,26000,Jakarta
2026-02-12,TRX-0994,Martabak,Snack,1,36000,36000,Bandung
2026-03-15,TRX-0995,Bakso,Makanan,1,19000,19000,Bandung
2026-04-20,TRX-0996,Keripik,Snack,3,12500,37500,Bandung
2026-02-01,TRX-0997,Kue Lapis,Snack,2,15500,31000,Makassar
2026-01-22,TRX-0998,Kue Lapis,Snack,3,15000,45000,Bandung
2026-04-04,TRX-0999,Es Teh,Minuman,2,6000,12000,Makassar
2026-03-22,TRX-1000,Martabak,Snack,1,35000,35000,Bandung
2026-04-10,TRX-1001,Susu UHT,Minuman,1,8000,8000,Bandung
2026-01-18,TRX-1002,Pisang Goreng,Snack,4,10000,40000,Jakarta
2026-05-10,TRX-1003,Mie Ayam,Makanan,2,20000,40000,Medan
2026-02-08,TRX-1004,Nasi Goreng,Makanan,4,25000,100000,Surabaya
2026-05-15,TRX-1005,Ayam Geprek,Makanan,1,22500,22500,Bandung
2026-02-09,TRX-1006,Sate Ayam,Makanan,4,30000,120000,Makassar
2026-01-06,TRX-1007,Pisang Goreng,Snack,3,10500,31500,Medan
2026-06-18,TRX-1008,Keripik,Snack,4,13000,52000,Jakarta
2026-03-01,TRX-1009,Pisang Goreng,Snack,1,11000,11000,Medan
2026-01-26,TRX-1010,Bakso,Makanan,3,18000,54000,Medan
2026-02-07,TRX-1011,Susu UHT,Minuman,3,8000,24000,Medan
2026-04-25,TRX-1012,Kopi Susu,Minuman,4,19000,76000,Medan
2026-02-08,TRX-1013,Keripik,Snack,2,12000,24000,Bandung
2026-05-26,TRX-1014,Keripik,Snack,3,12500,37500,Jakarta
2026-01-28,TRX-1015,Pisang Goreng,Snack,4,10500,42000,Jakarta
2026-02-05,TRX-1016,Teh Manis,Minuman,3,9000,27000,Medan
2026-01-30,TRX-1017,Ayam Geprek,Makanan,1,22500,22500,Bandung
2026-04-09,TRX-1018,Teh Manis,Minuman,4,8000,32000,Jakarta
2026-01-28,TRX-1019,Ayam Geprek,Makanan,1,22000,22000,Medan
2026-03-31,TRX-1020,Martabak,Snack,4,35500,142000,Bandung
2026-01-15,TRX-1021,Keripik,Snack,2,12500,25000,Jakarta
2026-02-06,TRX-1022,Sate Ayam,Makanan,4,30500,122000,Jakarta
2026-06-12,TRX-1023,Keripik,Snack,1,12500,12500,Bandung
2026-05-06,TRX-1024,Susu UHT,Minuman,4,8000,32000,Medan
2026-01-28,TRX-1025,Air Mineral,Minuman,3,4000,12000,Medan
2026-03-24,TRX-1026,Keripik,Snack,4,12000,48000,Makassar
2026-02-02,TRX-1027,Sate Ayam,Makanan,2,30500,61000,Makassar
2026-04-18,TRX-1028,Ayam Geprek,Makanan,1,22500,22500,Makassar
2026-06-24,TRX-1029,Kopi Susu,Minuman,1,18500,18500,Bandung
2026-05-18,TRX-1030,Nasi Goreng,Makanan,4,25500,102000,Makassar
2026-02-25,TRX-1031,Teh Manis,Minuman,1,8000,8000,Makassar
2026-01-10,TRX-1032,Pisang Goreng,Snack,3,10500,31500,Medan
2026-03-26,TRX-1033,Martabak,Snack,1,35000,35000,Jakarta
2026-05-20,TRX-1034,Martabak,Snack,2,36000,72000,Bandung
2026-03-28,TRX-1035,Nasi Goreng,Makanan,4,25000,100000,Surabaya
2026-06-17,TRX-1036,Kopi Susu,Minuman,1,19000,19000,Jakarta
2026-02-16,TRX-1037,Sate Ayam,Makanan,4,31000,124000,Bandung
2026-02-19,TRX-1038,Air Mineral,Minuman,1,4500,4500,Bandung
2026-02-18,TRX-1039,Air Mineral,Minuman,3,5000,15000,Makassar
2026-02-18,TRX-1040,Susu UHT,Minuman,4,7500,30000,Makassar
2026-04-30,TRX-1041,Ayam Geprek,Makanan,2,22500,45000,Medan
2026-01-01,TRX-1042,Teh Manis,Minuman,4,8500,34000,Jakarta
2026-01-09,TRX-1043,Pisang Goreng,Snack,3,11000,33000,Bandung
2026-05-21,TRX-1044,Air Mineral,Minuman,4,4500,18000,Medan
2026-06-26,TRX-1045,Keripik,Snack,2,13000,26000,Makassar
2026-04-03,TRX-1046,Susu UHT,Minuman,4,7500,30000,Jakarta
2026-04-26,TRX-1047,Keripik,Snack,1,12000,12000,Surabaya
2026-03-24,TRX-1048,Mie Ayam,Makanan,2,20000,40000,Jakarta
2026-06-23,TRX-1049,Kopi Susu,Minuman,2,18500,37000,Surabaya
2026-05-10,TRX-1050,Mie Ayam,Makanan,1,20000,20000,Medan
2026-01-10,TRX-1051,Bakso,Makanan,1,18000,18000,Makassar
2026-05-14,TRX-1052,Kue Lapis,Snack,4,16000,64000,Jakarta
2026-05-14,TRX-1053,Keripik,Snack,4,12500,50000,Surabaya
2026-01-04,TRX-1054,Es Teh,Minuman,2,7000,14000,Surabaya
2026-05-03,TRX-1055,Mie Ayam,Makanan,3,20000,60000,Medan
2026-03-12,TRX-1056,Nasi Goreng,Makanan,2,25000,50000,Jakarta
2026-05-24,TRX-1057,Es Teh,Minuman,3,6500,19500,Medan
2026-06-20,TRX-1058,Es Teh,Minuman,3,7000,21000,Medan
2026-01-31,TRX-1059,Martabak,Snack,4,35500,142000,Jakarta
2026-05-27,TRX-1060,Pisang Goreng,Snack,2,10000,20000,Bandung
2026-02-08,TRX-1061,Martabak,Snack,1,35000,35000,Makassar
2026-06-12,TRX-1062,Pisang Goreng,Snack,3,10500,31500,Jakarta
2026-04-14,TRX-1063,Teh Manis,Minuman,4,8000,32000,Bandung
2026-04-04,TRX-1064,Air Mineral,Minuman,3,4500,13500,Jakarta
2026-06-07,TRX-1065,Nasi Goreng,Makanan,2,25000,50000,Makassar
2026-05-05,TRX-1066,Susu UHT,Minuman,1,8000,8000,Jakarta
2026-04-05,TRX-1067,Teh Manis,Minuman,3,8500,25500,Jakarta
2026-01-21,TRX-1068,Keripik,Snack,4,12000,48000,Jakarta
2026-02-16,TRX-1069,Kue Lapis,Snack,4,16000,64000,Makassar
