id_pelanggan,umur,kota,paket,lama_berlangganan_bulan,tagihan_bulanan,churn
C-1141,43,Surabaya,Data Only,10,94000,1
C-1142,59,Bandung,Data Only,34,85000,0
C-1143,31,Surabaya,Sultan,52,160000,0
C-1144,59,Jakarta,Hemat,60,56000,0
C-1145,25,Semarang,Sultan+,24,255000,0
C-1146,57,Semarang,Sultan,39,146000,0
C-1147,65,Makassar,Sultan,18,151000,0
C-1148,27,Semarang,Hemat,19,65000,0
C-1149,47,Makassar,Data Only,1,99000,1
C-1150,23,Jakarta,Data Only,30,85000,0
C-1151,61,Jakarta,Sultan+,57,260000,0
C-1152,54,Medan,Data Only,45,88000,0
C-1153,26,Bandung,Hemat,48,57000,0
C-1154,24,Makassar,Sultan+,53,249000,0
C-1155,66,Bandung,Sultan+,57,254000,0
C-1156,69,Medan,Sultan+,43,247000,0
C-1157,59,Makassar,Hemat,38,65000,0
C-1158,37,Bandung,Data Only,7,88000,0
C-1159,39,Semarang,Hemat,38,63000,0
C-1160,26,Surabaya,Sultan,22,161000,0
C-1161,53,Jakarta,Data Only,9,91000,0
C-1162,34,Makassar,Hemat,5,54000,0
C-1163,33,Jakarta,Sultan,59,152000,0
C-1164,33,Medan,Sultan,8,161000,0
C-1165,55,Semarang,Sultan,41,150000,0
C-1166,29,Medan,Sultan+,49,261000,0
C-1167,29,Semarang,Data Only,29,92000,0
C-1168,69,Medan,Hemat,47,62000,0
C-1169,47,Semarang,Data Only,6,81000,0
C-1170,41,Makassar,Hemat,32,69000,0
C-1171,33,Medan,Sultan+,50,249000,0
C-1172,36,Medan,Hemat,58,66000,1
C-1173,23,Semarang,Sultan,34,151000,0
C-1174,54,Surabaya,Hemat,57,52000,0
C-1175,51,Makassar,Sultan,28,163000,0
C-1176,60,Makassar,Hemat,1,55000,0
C-1177,41,Semarang,Sultan+,25,256000,0
C-1178,59,Surabaya,Data Only,27,80000,0
C-1179,28,Semarang,Sultan+,19,254000,1
C-1180,53,Makassar,Data Only,30,100000,0
C-1181,43,Makassar,Hemat,55,59000,0
C-1182,52,Bandung,Sultan+,6,248000,0
C-1183,28,Semarang,Sultan,46,163000,0
C-1184,53,Makassar,Data Only,11,93000,1
C-1185,27,Jakarta,Data Only,58,87000,0
C-1186,30,Jakarta,Data Only,4,97000,0
C-1187,46,Bandung,Hemat,47,59000,1
C-1188,36,Bandung,Data Only,3,85000,1
C-1189,43,Medan,Sultan+,4,248000,1
C-1190,34,Medan,Data Only,17,83000,0
C-1191,65,Medan,Data Only,45,82000,0
C-1192,32,Makassar,Data Only,8,80000,0
C-1193,62,Medan,Sultan,46,149000,0
C-1194,60,Medan,Sultan,45,149000,0
C-1195,62,Bandung,Sultan,15,152000,0
C-1196,25,Jakarta,Sultan+,34,245000,0
C-1197,65,Makassar,Sultan+,51,248000,0
C-1198,58,Surabaya,Data Only,27,86000,0
C-1199,59,Medan,Sultan,23,161000,0
C-1200,45,Semarang,Hemat,15,62000,1
