id,tanggal,kota,kategori_usaha,nominal_juta,metode,lunas
T-012155,2025-11-06,Denpasar,Kuliner,0.91,Tunai,Lunas
T-012156,2026-08-23,Balikpapan,Kerajinan,3.29,QRIS,Lunas
T-012157,2026-02-11,Balikpapan,Kerajinan,3.86,QRIS,Lunas
T-012158,2025-09-06,Denpasar,Jasa,2.35,QRIS,Lunas
T-012159,2025-08-02,Balikpapan,Kuliner,12.52,QRIS,Lunas
T-012160,2025-10-18,Bandung,Jasa,3.27,Transfer,Lunas
T-012161,2025-10-02,Medan,Jasa,4.37,Tunai,Belum
T-012162,2026-07-23,Bandung,Pertanian,3.28,QRIS,Lunas
T-012163,2026-06-23,Jakarta,Pertanian,0.42,QRIS,Tempo
T-012164,2026-03-25,Palembang,Retail,6.19,QRIS,Lunas
T-012165,2025-09-25,Semarang,Retail,2.44,Tunai,Lunas
T-012166,2026-08-30,Balikpapan,Jasa,2.76,Tunai,Lunas
T-012167,2025-10-07,Semarang,Pertanian,1.15,Tunai,Belum
T-012168,2025-08-21,Balikpapan,Retail,1.07,QRIS,Lunas
T-012169,2026-01-23,Palembang,Pertanian,8.15,Transfer,Lunas
T-012170,2026-07-31,Balikpapan,Kuliner,1.77,QRIS,Lunas
T-012171,2025-10-21,Medan,Retail,1.44,QRIS,Lunas
T-012172,2026-08-24,Medan,Kerajinan,1.96,Transfer,Lunas
T-012173,2025-12-24,Denpasar,Pertanian,1.29,Tunai,Lunas
T-012174,2026-04-13,Surabaya,Kuliner,4.25,QRIS,Tempo
T-012175,2025-06-26,Palembang,Pertanian,5.02,QRIS,Lunas
T-012176,2026-07-02,Makassar,Retail,3.98,QRIS,Lunas
T-012177,2026-08-27,Palembang,Kuliner,0.52,Transfer,Lunas
T-012178,2026-03-05,Surabaya,Pertanian,2.35,QRIS,Lunas
T-012179,2026-05-15,Palembang,Kuliner,8.47,Tunai,Lunas
T-012180,2026-07-23,Jakarta,Retail,1.12,QRIS,Lunas
T-012181,2026-03-26,Semarang,Pertanian,1.71,QRIS,Tempo
T-012182,2026-04-06,Semarang,Kerajinan,4.15,QRIS,Lunas
T-012183,2025-09-18,Surabaya,Jasa,9.13,Transfer,Lunas
T-012184,2026-05-17,Surabaya,Pertanian,6.19,Transfer,Tempo
T-012185,2026-03-07,Jakarta,Kerajinan,7.63,Tunai,Lunas
T-012186,2026-07-19,Denpasar,Kuliner,0.53,QRIS,Lunas
T-012187,2026-03-27,Bandung,Kerajinan,4.15,Transfer,Belum
T-012188,2026-05-30,Surabaya,Kuliner,4.73,Transfer,Lunas
T-012189,2025-06-18,Denpasar,Retail,4.56,QRIS,Lunas
T-012190,2025-07-07,Surabaya,Jasa,4.03,Transfer,Lunas
T-012191,2025-12-12,Surabaya,Jasa,5.27,QRIS,Lunas
T-012192,2025-07-14,Palembang,Pertanian,0.95,Tunai,Lunas
T-012193,2026-07-13,Yogyakarta,Retail,4.06,Tunai,Tempo
T-012194,2026-06-20,Yogyakarta,Kuliner,3.72,Transfer,Lunas
T-012195,2025-07-24,Yogyakarta,Jasa,1.34,Tunai,Lunas
T-012196,2025-06-26,Bandung,Jasa,2.35,Tunai,Lunas
T-012197,2026-01-27,Makassar,Retail,7.76,Tunai,Lunas
T-012198,2025-09-26,Yogyakarta,Jasa,1.01,Transfer,Lunas
T-012199,2026-07-03,Semarang,Retail,3.89,QRIS,Lunas
T-012200,2025-07-27,Medan,Kerajinan,3.03,QRIS,Tempo
T-012201,2026-04-04,Denpasar,Jasa,3.58,Transfer,Lunas
T-012202,2025-06-22,Medan,Jasa,2.22,Transfer,Lunas
T-012203,2025-12-24,Palembang,Kuliner,6.77,QRIS,Lunas
T-012204,2026-04-03,Semarang,Kerajinan,1.0,QRIS,Lunas
T-012205,2025-10-03,Bandung,Kerajinan,0.83,Transfer,Lunas
T-012206,2026-05-19,Surabaya,Kerajinan,0.96,QRIS,Lunas
T-012207,2026-07-04,Denpasar,Kerajinan,1.31,QRIS,Lunas
T-012208,2026-03-05,Medan,Retail,2.55,QRIS,Tempo
T-012209,2026-06-27,Yogyakarta,Pertanian,25.0,QRIS,Lunas
T-012210,2025-12-27,Bandung,Retail,8.36,Transfer,Tempo
T-012211,2025-11-30,Semarang,Kerajinan,1.22,Transfer,Lunas
T-012212,2025-07-29,Jakarta,Retail,1.8,Tunai,Lunas
T-012213,2026-08-27,Jakarta,Retail,4.63,Tunai,Lunas
T-012214,2026-05-10,Jakarta,Jasa,1.8,QRIS,Lunas
T-012215,2026-05-29,Bandung,Kerajinan,0.76,Tunai,Lunas
T-012216,2025-09-09,Bandung,Kuliner,5.64,QRIS,Lunas
T-012217,2025-11-26,Jakarta,Retail,0.8,Tunai,Lunas
T-012218,2025-07-24,Yogyakarta,Retail,0.58,Transfer,Lunas
T-012219,2025-09-07,Bandung,Jasa,2.61,Transfer,Lunas
T-012220,2026-02-01,Surabaya,Kerajinan,0.83,Transfer,Lunas
T-012221,2025-11-23,Surabaya,Retail,6.14,QRIS,Lunas
T-012222,2025-07-09,Denpasar,Retail,0.82,Tunai,Tempo
T-012223,2026-04-27,Surabaya,Retail,8.66,QRIS,Lunas
T-012224,2026-09-01,Makassar,Retail,5.39,QRIS,Lunas
T-012225,2026-04-22,Palembang,Jasa,12.24,Tunai,Lunas
T-012226,2025-09-19,Makassar,Jasa,6.82,QRIS,Lunas
T-012227,2025-12-13,Semarang,Jasa,1.12,QRIS,Lunas
T-012228,2025-12-27,Semarang,Kuliner,3.86,QRIS,Lunas
T-012229,2026-05-06,Bandung,Retail,5.07,Transfer,Lunas
T-012230,2025-09-08,Surabaya,Retail,3.17,QRIS,Lunas
T-012231,2025-11-02,Semarang,Kerajinan,3.07,Transfer,Lunas
T-012232,2025-11-27,Medan,Pertanian,1.41,Transfer,Lunas
T-012233,2025-09-25,Balikpapan,Kerajinan,0.52,QRIS,Belum
T-012234,2026-02-26,Yogyakarta,Kuliner,1.84,QRIS,Lunas
T-012235,2026-08-14,Jakarta,Pertanian,3.41,Transfer,Lunas
T-012236,2025-06-01,Bandung,Retail,12.76,QRIS,Lunas
T-012237,2026-07-21,Denpasar,Retail,1.96,Transfer,Lunas
T-012238,2026-02-08,Bandung,Jasa,1.02,QRIS,Lunas
T-012239,2026-01-06,Bandung,Jasa,1.15,Transfer,Lunas
T-012240,2026-02-02,Palembang,Jasa,0.54,Tunai,Lunas
T-012241,2025-06-05,Semarang,Jasa,2.24,QRIS,Lunas
T-012242,2026-05-16,Semarang,Pertanian,3.4,Transfer,Lunas
T-012243,2025-06-05,Jakarta,Pertanian,5.82,Transfer,Lunas
T-012244,2026-03-06,Makassar,Kerajinan,7.38,Tunai,Lunas
T-012245,2025-11-04,Medan,Kerajinan,3.3,Tunai,Tempo
T-012246,2026-04-07,Palembang,Jasa,2.12,Transfer,Tempo
T-012247,2025-09-13,Bandung,Kuliner,6.89,Transfer,Lunas
T-012248,2026-01-21,Denpasar,Pertanian,1.04,Transfer,Lunas
T-012249,2026-07-29,Yogyakarta,Pertanian,2.13,Tunai,Lunas
T-012250,2026-04-10,Denpasar,Jasa,3.06,Transfer,Lunas
T-012251,2025-06-16,Bandung,Retail,3.16,Transfer,Lunas
T-012252,2025-11-15,Balikpapan,Kerajinan,6.12,Tunai,Lunas
T-012253,2026-03-16,Surabaya,Pertanian,1.79,QRIS,Lunas
T-012254,2025-11-08,Yogyakarta,Jasa,5.99,QRIS,Belum
T-012255,2026-05-24,Semarang,Kerajinan,25.0,Tunai,Lunas
T-012256,2025-10-17,Denpasar,Jasa,1.34,Tunai,Lunas
T-012257,2025-10-29,Surabaya,Kerajinan,0.41,Tunai,Lunas
T-012258,2025-08-14,Balikpapan,Pertanian,4.04,Tunai,Lunas
T-012259,2025-08-24,Jakarta,Jasa,2.41,Tunai,Lunas
T-012260,2025-12-21,Palembang,Retail,2.08,Tunai,Lunas
T-012261,2025-10-08,Denpasar,Jasa,8.43,Transfer,Tempo
T-012262,2025-07-12,Denpasar,Pertanian,1.64,QRIS,Lunas
T-012263,2026-05-28,Semarang,Jasa,2.58,QRIS,Lunas
T-012264,2026-02-20,Medan,Pertanian,1.16,QRIS,Tempo
T-012265,2026-08-16,Yogyakarta,Kerajinan,15.04,Tunai,Lunas
T-012266,2025-08-03,Surabaya,Kerajinan,7.27,Tunai,Lunas
T-012267,2025-06-24,Yogyakarta,Kerajinan,8.24,QRIS,Lunas
T-012268,2025-10-11,Jakarta,Kerajinan,1.32,QRIS,Lunas
T-012269,2025-06-06,Denpasar,Retail,1.79,Transfer,Tempo
T-012270,2025-11-19,Surabaya,Jasa,1.56,QRIS,Lunas
T-012271,2025-07-28,Surabaya,Pertanian,2.38,Transfer,Lunas
T-012272,2025-07-24,Balikpapan,Kerajinan,2.25,Tunai,Lunas
T-012273,2025-09-18,Makassar,Retail,3.07,Transfer,Tempo
T-012274,2026-08-27,Semarang,Jasa,1.89,Tunai,Tempo
T-012275,2026-01-28,Balikpapan,Jasa,1.57,QRIS,Lunas
T-012276,2025-07-02,Makassar,Retail,5.37,Transfer,Lunas
T-012277,2026-03-13,Denpasar,Retail,5.41,Transfer,Lunas
T-012278,2025-09-15,Medan,Retail,0.95,Tunai,Lunas
T-012279,2026-02-05,Bandung,Pertanian,9.55,Tunai,Lunas
T-012280,2026-01-12,Medan,Retail,0.59,QRIS,Lunas
T-012281,2026-03-14,Yogyakarta,Pertanian,0.98,QRIS,Belum
T-012282,2025-09-02,Semarang,Jasa,0.67,QRIS,Tempo
T-012283,2025-12-16,Palembang,Retail,1.35,Tunai,Lunas
T-012284,2026-05-18,Makassar,Kuliner,1.32,QRIS,Lunas
T-012285,2025-11-15,Medan,Jasa,2.26,QRIS,Lunas
T-012286,2025-10-06,Medan,Kerajinan,1.21,Transfer,Tempo
T-012287,2025-07-05,Denpasar,Jasa,1.42,QRIS,Lunas
T-012288,2025-07-29,Semarang,Pertanian,0.76,QRIS,Lunas
T-012289,2025-11-17,Balikpapan,Jasa,1.77,Transfer,Lunas
T-012290,2025-08-16,Surabaya,Retail,1.34,QRIS,Lunas
T-012291,2025-11-25,Yogyakarta,Jasa,2.39,QRIS,Lunas
T-012292,2025-12-05,Jakarta,Kerajinan,13.83,QRIS,Lunas
T-012293,2026-06-30,Jakarta,Kerajinan,7.68,Tunai,Lunas
T-012294,2026-06-07,Denpasar,Kerajinan,2.21,QRIS,Lunas
T-012295,2026-07-01,Bandung,Kuliner,5.41,Tunai,Lunas
T-012296,2026-07-15,Surabaya,Kuliner,1.1,QRIS,Lunas
T-012297,2025-09-12,Bandung,Jasa,2.27,Transfer,Lunas
T-012298,2025-06-09,Yogyakarta,Kuliner,6.77,Transfer,Belum
T-012299,2026-03-15,Jakarta,Pertanian,2.13,Tunai,Lunas
T-012300,2026-06-03,Bandung,Jasa,0.34,Transfer,Lunas
T-012301,2026-01-07,Surabaya,Jasa,2.43,Transfer,Lunas
T-012302,2025-06-18,Surabaya,Retail,16.34,Transfer,Lunas
T-012303,2026-06-27,Jakarta,Retail,14.69,QRIS,Lunas
T-012304,2026-01-15,Balikpapan,Kerajinan,0.96,QRIS,Lunas
T-012305,2026-03-14,Semarang,Kuliner,1.35,Transfer,Tempo
T-012306,2025-11-25,Medan,Pertanian,2.28,QRIS,Tempo
T-012307,2026-02-27,Bandung,Jasa,4.02,QRIS,Lunas
T-012308,2026-03-12,Denpasar,Retail,1.95,QRIS,Lunas
T-012309,2026-08-22,Semarang,Kerajinan,2.15,QRIS,Lunas
T-012310,2026-06-16,Semarang,Retail,2.59,QRIS,Tempo
T-012311,2025-06-28,Semarang,Retail,3.83,Tunai,Tempo
T-012312,2026-08-01,Bandung,Kuliner,1.2,Tunai,Lunas
T-012313,2026-03-26,Balikpapan,Jasa,2.17,Transfer,Lunas
T-012314,2026-02-27,Medan,Jasa,3.89,QRIS,Lunas
T-012315,2025-09-12,Denpasar,Retail,2.29,QRIS,Lunas
T-012316,2026-07-17,Semarang,Kuliner,1.18,QRIS,Lunas
T-012317,2026-04-01,Palembang,Kerajinan,0.77,QRIS,Lunas
T-012318,2025-08-02,Jakarta,Pertanian,1.32,QRIS,Lunas
T-012319,2025-08-30,Yogyakarta,Retail,2.6,Tunai,Lunas
T-012320,2025-07-29,Palembang,Jasa,3.59,QRIS,Lunas
T-012321,2026-03-04,Jakarta,Retail,1.27,Transfer,Lunas
T-012322,2026-05-13,Denpasar,Retail,0.63,Tunai,Lunas
T-012323,2026-05-11,Makassar,Jasa,4.06,QRIS,Belum
T-012324,2025-07-05,Makassar,Retail,1.95,Tunai,Lunas
T-012325,2025-08-13,Semarang,Pertanian,0.7,QRIS,Lunas
T-012326,2025-11-07,Medan,Jasa,1.46,Tunai,Lunas
T-012327,2025-12-03,Yogyakarta,Pertanian,14.66,Tunai,Lunas
T-012328,2025-11-20,Palembang,Kuliner,4.56,QRIS,Lunas
T-012329,2026-04-19,Jakarta,Retail,5.14,QRIS,Lunas
T-012330,2026-05-24,Semarang,Jasa,1.19,Tunai,Lunas
T-012331,2025-07-23,Palembang,Retail,5.85,Transfer,Lunas
T-012332,2026-08-14,Balikpapan,Kerajinan,3.48,QRIS,Lunas
T-012333,2026-02-23,Makassar,Retail,22.54,Transfer,Lunas
T-012334,2025-11-13,Yogyakarta,Retail,5.27,Transfer,Lunas
T-012335,2025-12-18,Bandung,Kerajinan,3.38,Tunai,Lunas
T-012336,2026-05-13,Palembang,Kerajinan,0.39,Tunai,Lunas
T-012337,2025-10-12,Denpasar,Pertanian,1.95,QRIS,Lunas
T-012338,2026-07-04,Semarang,Kerajinan,1.51,Transfer,Tempo
T-012339,2026-05-27,Bandung,Jasa,3.38,Transfer,Belum
T-012340,2025-11-28,Denpasar,Jasa,7.71,QRIS,Lunas
T-012341,2026-07-13,Medan,Jasa,1.4,Tunai,Lunas
T-012342,2025-07-12,Makassar,Kuliner,7.38,Transfer,Tempo
T-012343,2025-07-09,Jakarta,Kuliner,1.11,Tunai,Lunas
T-012344,2026-07-16,Semarang,Kerajinan,1.19,Transfer,Lunas
T-012345,2026-07-22,Makassar,Jasa,1.86,QRIS,Lunas
T-012346,2026-07-21,Jakarta,Kerajinan,0.53,Transfer,Belum
T-012347,2026-07-16,Makassar,Kuliner,5.2,QRIS,Lunas
T-012348,2026-01-24,Balikpapan,Pertanian,2.58,QRIS,Belum
T-012349,2025-12-16,Medan,Retail,1.19,Transfer,Lunas
T-012350,2026-03-03,Medan,Pertanian,3.87,QRIS,Lunas
T-012351,2026-03-13,Yogyakarta,Kuliner,3.96,QRIS,Lunas
T-012352,2025-11-04,Balikpapan,Retail,3.14,Tunai,Tempo
T-012353,2026-04-13,Denpasar,Retail,3.83,Tunai,Lunas
T-012354,2026-05-28,Makassar,Jasa,1.23,QRIS,Tempo
T-012355,2026-08-06,Bandung,Pertanian,0.78,QRIS,Lunas
T-012356,2026-09-01,Semarang,Kuliner,6.3,QRIS,Lunas
T-012357,2025-11-06,Jakarta,Jasa,10.89,QRIS,Lunas
T-012358,2025-09-16,Makassar,Kuliner,25.0,Tunai,Lunas
T-012359,2026-04-11,Denpasar,Kuliner,2.89,Transfer,Lunas
T-012360,2026-07-08,Denpasar,Kuliner,25.0,Transfer,Lunas
T-012361,2025-09-22,Semarang,Kerajinan,0.9,Transfer,Lunas
T-012362,2025-10-29,Denpasar,Jasa,1.99,QRIS,Tempo
T-012363,2025-08-17,Palembang,Kuliner,1.09,QRIS,Lunas
T-012364,2025-10-11,Balikpapan,Retail,3.68,Tunai,Lunas
T-012365,2025-08-03,Balikpapan,Pertanian,2.27,QRIS,Tempo
T-012366,2026-05-20,Makassar,Kerajinan,0.52,QRIS,Tempo
T-012367,2025-07-25,Balikpapan,Kuliner,2.36,Transfer,Tempo
T-012368,2026-04-28,Surabaya,Kuliner,13.08,Tunai,Lunas
T-012369,2025-09-04,Yogyakarta,Jasa,4.26,Transfer,Lunas
T-012370,2026-04-07,Palembang,Jasa,1.53,QRIS,Lunas
T-012371,2026-05-28,Surabaya,Kerajinan,1.3,QRIS,Lunas
T-012372,2026-01-08,Jakarta,Jasa,8.35,Tunai,Lunas
T-012373,2026-02-05,Semarang,Pertanian,0.52,Transfer,Tempo
T-012374,2025-08-06,Medan,Jasa,6.56,QRIS,Lunas
T-012375,2025-08-04,Makassar,Kuliner,1.34,QRIS,Lunas
T-012376,2025-11-21,Makassar,Kuliner,1.87,QRIS,Lunas
T-012377,2025-08-08,Denpasar,Kerajinan,1.72,QRIS,Tempo
T-012378,2025-11-21,Medan,Kerajinan,1.82,QRIS,Lunas
T-012379,2026-08-16,Balikpapan,Kerajinan,3.06,Transfer,Lunas
T-012380,2025-11-30,Denpasar,Kuliner,3.63,Tunai,Lunas
T-012381,2025-11-30,Makassar,Kerajinan,1.49,QRIS,Lunas
T-012382,2025-07-16,Palembang,Pertanian,6.77,QRIS,Lunas
T-012383,2026-04-03,Balikpapan,Kerajinan,2.78,QRIS,Belum
T-012384,2025-07-18,Denpasar,Retail,5.47,QRIS,Lunas
T-012385,2026-07-23,Jakarta,Kuliner,0.94,Transfer,Belum
T-012386,2025-09-18,Jakarta,Kuliner,2.37,Transfer,Lunas
T-012387,2025-11-06,Makassar,Kuliner,0.29,QRIS,Lunas
T-012388,2025-07-01,Palembang,Kerajinan,2.12,QRIS,Lunas
T-012389,2025-12-12,Yogyakarta,Kerajinan,3.92,QRIS,Lunas
T-012390,2026-05-05,Denpasar,Retail,6.3,Tunai,Tempo
T-012391,2025-08-26,Jakarta,Kerajinan,4.9,QRIS,Tempo
T-012392,2025-12-02,Yogyakarta,Kerajinan,3.9,Tunai,Lunas
T-012393,2026-08-12,Medan,Jasa,1.22,Tunai,Lunas
T-012394,2025-06-17,Jakarta,Jasa,4.87,QRIS,Lunas
T-012395,2026-01-20,Balikpapan,Kerajinan,2.98,Tunai,Belum
T-012396,2025-07-25,Surabaya,Kerajinan,1.32,QRIS,Lunas
T-012397,2025-12-07,Palembang,Kuliner,4.93,Tunai,Lunas
T-012398,2026-04-01,Surabaya,Retail,1.25,Tunai,Lunas
T-012399,2025-10-08,Surabaya,Kerajinan,4.42,Tunai,Tempo
T-012400,2025-07-06,Palembang,Kerajinan,0.54,Tunai,Lunas
T-012401,2026-04-05,Jakarta,Kerajinan,3.3,QRIS,Lunas
T-012402,2025-12-21,Semarang,Jasa,5.11,QRIS,Lunas
T-012403,2026-01-07,Semarang,Kuliner,6.63,Transfer,Belum
T-012404,2025-12-23,Jakarta,Retail,1.65,QRIS,Lunas
T-012405,2026-04-17,Bandung,Retail,19.29,Transfer,Lunas
T-012406,2026-02-14,Balikpapan,Jasa,11.91,Tunai,Tempo
T-012407,2025-06-27,Denpasar,Pertanian,1.34,QRIS,Lunas
T-012408,2026-05-29,Yogyakarta,Kuliner,9.97,Transfer,Lunas
T-012409,2026-03-24,Jakarta,Jasa,4.74,Tunai,Lunas
T-012410,2025-08-10,Bandung,Jasa,1.14,Transfer,Tempo
T-012411,2026-08-23,Jakarta,Kuliner,0.89,Transfer,Lunas
T-012412,2025-12-23,Jakarta,Retail,12.52,Transfer,Lunas
T-012413,2025-08-24,Surabaya,Kuliner,4.69,QRIS,Lunas
T-012414,2025-09-20,Balikpapan,Pertanian,2.18,Transfer,Lunas
T-012415,2026-08-15,Palembang,Kuliner,8.23,Transfer,Lunas
T-012416,2026-01-11,Medan,Kuliner,0.92,QRIS,Lunas
T-012417,2025-09-26,Yogyakarta,Pertanian,6.38,Tunai,Lunas
T-012418,2026-05-27,Surabaya,Kerajinan,2.0,Tunai,Lunas
T-012419,2026-04-26,Bandung,Kerajinan,4.7,Tunai,Lunas
T-012420,2025-08-20,Jakarta,Pertanian,2.41,QRIS,Lunas
T-012421,2026-03-03,Yogyakarta,Jasa,6.59,Tunai,Lunas
T-012422,2025-09-03,Surabaya,Kuliner,1.81,Transfer,Lunas
T-012423,2025-07-22,Yogyakarta,Kerajinan,2.55,QRIS,Lunas
T-012424,2026-08-23,Yogyakarta,Kuliner,7.63,QRIS,Lunas
T-012425,2025-09-13,Bandung,Pertanian,3.53,Tunai,Lunas
T-012426,2026-04-24,Surabaya,Kuliner,1.37,Tunai,Lunas
T-012427,2026-08-20,Yogyakarta,Kerajinan,1.35,Transfer,Lunas
T-012428,2026-07-02,Yogyakarta,Pertanian,4.24,QRIS,Lunas
T-012429,2026-06-18,Semarang,Jasa,2.82,Transfer,Tempo
T-012430,2026-06-23,Makassar,Kuliner,2.36,QRIS,Lunas
T-012431,2025-12-10,Medan,Pertanian,3.71,QRIS,Lunas
T-012432,2026-04-29,Medan,Jasa,1.21,QRIS,Lunas
T-012433,2026-07-01,Makassar,Retail,2.7,Transfer,Lunas
T-012434,2025-06-12,Denpasar,Kuliner,7.94,QRIS,Lunas
T-012435,2025-09-27,Surabaya,Jasa,3.95,Transfer,Lunas
T-012436,2026-05-03,Palembang,Retail,2.37,QRIS,Tempo
T-012437,2025-08-23,Semarang,Kerajinan,5.65,QRIS,Tempo
T-012438,2026-03-30,Denpasar,Retail,1.56,QRIS,Lunas
T-012439,2026-04-03,Jakarta,Retail,6.65,Transfer,Lunas
T-012440,2025-10-31,Medan,Retail,4.87,Tunai,Belum
T-012441,2025-12-17,Jakarta,Jasa,3.52,QRIS,Lunas
T-012442,2025-06-15,Palembang,Pertanian,2.41,Transfer,Lunas
T-012443,2025-08-24,Balikpapan,Retail,7.76,Tunai,Lunas
T-012444,2025-11-12,Jakarta,Pertanian,0.91,Transfer,Lunas
T-012445,2025-11-06,Palembang,Retail,0.53,QRIS,Lunas
T-012446,2026-07-15,Bandung,Kuliner,1.39,QRIS,Lunas
T-012447,2026-05-16,Semarang,Kerajinan,2.75,Transfer,Lunas
T-012448,2025-08-10,Medan,Retail,0.69,Tunai,Lunas
T-012449,2025-06-01,Yogyakarta,Jasa,5.76,QRIS,Lunas
T-012450,2025-10-20,Makassar,Kerajinan,15.67,QRIS,Lunas
T-012451,2025-07-28,Makassar,Retail,2.01,QRIS,Lunas
T-012452,2025-11-24,Balikpapan,Kerajinan,1.97,QRIS,Lunas
T-012453,2026-04-20,Semarang,Jasa,1.15,Tunai,Tempo
T-012454,2025-08-11,Makassar,Jasa,3.0,Transfer,Lunas
T-012455,2025-07-05,Bandung,Kuliner,0.98,Transfer,Lunas
T-012456,2026-09-01,Yogyakarta,Pertanian,0.71,QRIS,Lunas
T-012457,2026-03-24,Palembang,Kerajinan,3.2,Tunai,Lunas
T-012458,2025-09-17,Jakarta,Kuliner,0.86,QRIS,Lunas
T-012459,2025-12-18,Surabaya,Kuliner,4.6,QRIS,Tempo
T-012460,2025-11-27,Surabaya,Pertanian,4.65,QRIS,Lunas
T-012461,2025-07-18,Denpasar,Pertanian,2.69,Tunai,Lunas
T-012462,2025-09-22,Palembang,Retail,4.33,QRIS,Lunas
T-012463,2025-08-15,Makassar,Kuliner,2.78,Tunai,Lunas
T-012464,2025-07-08,Palembang,Jasa,1.68,Transfer,Tempo
T-012465,2025-10-21,Balikpapan,Pertanian,3.51,Transfer,Lunas
T-012466,2025-11-07,Bandung,Retail,1.82,Transfer,Lunas
T-012467,2025-10-08,Balikpapan,Retail,1.87,Transfer,Lunas
T-012468,2025-07-01,Medan,Jasa,3.83,Tunai,Lunas
T-012469,2026-04-12,Medan,Jasa,1.73,Transfer,Lunas
T-012470,2025-08-19,Bandung,Kuliner,5.59,Transfer,Lunas
T-012471,2026-08-20,Makassar,Jasa,1.4,Tunai,Lunas
T-012472,2025-10-24,Semarang,Pertanian,1.69,QRIS,Lunas
T-012473,2026-03-23,Palembang,Jasa,0.44,QRIS,Lunas
T-012474,2026-05-06,Medan,Kuliner,1.37,Transfer,Lunas
T-012475,2025-09-18,Medan,Kerajinan,2.24,Transfer,Lunas
T-012476,2025-08-30,Semarang,Pertanian,1.03,QRIS,Lunas
T-012477,2025-06-21,Medan,Jasa,2.18,Tunai,Lunas
T-012478,2026-02-28,Balikpapan,Pertanian,10.66,QRIS,Lunas
T-012479,2026-07-03,Yogyakarta,Pertanian,3.21,Transfer,Lunas
T-012480,2026-03-19,Makassar,Jasa,2.05,Transfer,Lunas
T-012481,2026-04-30,Bandung,Kuliner,2.35,Tunai,Lunas
T-012482,2026-06-27,Palembang,Jasa,4.66,QRIS,Tempo
T-012483,2025-07-13,Surabaya,Retail,9.87,Transfer,Lunas
T-012484,2025-08-07,Denpasar,Jasa,0.47,QRIS,Tempo
T-012485,2025-11-28,Makassar,Pertanian,0.47,QRIS,Lunas
T-012486,2026-02-26,Medan,Kerajinan,1.53,Tunai,Lunas
T-012487,2025-10-21,Makassar,Pertanian,2.69,QRIS,Belum
T-012488,2025-09-28,Makassar,Pertanian,4.32,Tunai,Lunas
T-012489,2026-05-19,Palembang,Retail,1.37,Transfer,Lunas
T-012490,2025-12-02,Yogyakarta,Pertanian,0.32,Tunai,Lunas
T-012491,2026-07-27,Yogyakarta,Pertanian,1.13,Tunai,Belum
T-012492,2026-04-02,Medan,Pertanian,3.16,Tunai,Lunas
T-012493,2025-09-19,Palembang,Kuliner,9.03,QRIS,Lunas
T-012494,2025-10-11,Bandung,Kuliner,4.6,Transfer,Lunas
T-012495,2026-02-02,Surabaya,Jasa,3.34,QRIS,Lunas
T-012496,2026-06-12,Balikpapan,Kuliner,2.79,Transfer,Belum
T-012497,2026-05-11,Denpasar,Jasa,6.85,QRIS,Lunas
T-012498,2025-11-17,Denpasar,Pertanian,2.43,Transfer,Lunas
T-012499,2026-02-22,Jakarta,Retail,0.81,Tunai,Belum
T-012500,2025-06-06,Jakarta,Pertanian,1.23,QRIS,Lunas
T-012501,2026-03-26,Balikpapan,Kuliner,2.27,Transfer,Lunas
T-012502,2026-06-13,Bandung,Kerajinan,2.6,QRIS,Lunas
T-012503,2025-07-08,Balikpapan,Kerajinan,6.89,Tunai,Lunas
T-012504,2026-08-26,Makassar,Kuliner,3.55,Transfer,Lunas
T-012505,2025-09-30,Makassar,Kuliner,0.59,QRIS,Lunas
T-012506,2026-04-12,Palembang,Kerajinan,1.7,Transfer,Belum
T-012507,2025-06-12,Makassar,Kuliner,3.33,QRIS,Lunas
T-012508,2026-01-27,Semarang,Retail,1.5,QRIS,Lunas
T-012509,2025-08-31,Yogyakarta,Kuliner,0.82,QRIS,Lunas
T-012510,2025-07-24,Yogyakarta,Jasa,0.67,QRIS,Lunas
T-012511,2026-02-06,Semarang,Retail,3.03,Tunai,Lunas
T-012512,2026-02-27,Surabaya,Jasa,0.7,Tunai,Lunas
T-012513,2025-10-13,Jakarta,Pertanian,1.12,Tunai,Lunas
T-012514,2025-07-08,Bandung,Kerajinan,6.94,QRIS,Belum
T-012515,2026-05-04,Yogyakarta,Kerajinan,3.8,QRIS,Lunas
T-012516,2025-08-26,Denpasar,Retail,4.87,Transfer,Lunas
T-012517,2025-10-17,Medan,Retail,2.43,Tunai,Lunas
T-012518,2025-09-22,Semarang,Jasa,0.47,QRIS,Lunas
T-012519,2026-03-19,Semarang,Jasa,7.71,Transfer,Belum
T-012520,2025-07-21,Semarang,Kuliner,8.76,Tunai,Lunas
T-012521,2025-11-26,Bandung,Pertanian,2.18,QRIS,Lunas
T-012522,2025-09-10,Palembang,Kuliner,1.48,QRIS,Lunas
T-012523,2025-07-15,Surabaya,Pertanian,2.26,Transfer,Lunas
T-012524,2026-05-29,Bandung,Pertanian,2.31,QRIS,Lunas
T-012525,2026-05-16,Bandung,Kuliner,10.22,QRIS,Lunas
T-012526,2026-02-16,Makassar,Retail,2.27,Tunai,Lunas
T-012527,2026-01-07,Balikpapan,Kerajinan,5.0,Transfer,Lunas
T-012528,2025-10-09,Medan,Retail,1.21,Transfer,Lunas
T-012529,2025-07-25,Balikpapan,Retail,0.94,Tunai,Lunas
